season,#,pick,name,pos,team,overall,std,high,low,n,gsis_id
2015,50,5.01,Jarvis Landry,WR,MIA,48.8,5.1,3.12,6.11,271,00-0031382
2015,51,5.02,Brandon Marshall,WR,NYJ,50.4,7.2,1.01,6.07,252,00-0024334
2015,52,5.03,Drew Brees,QB,NO,50.8,9.5,2.11,7.04,185,00-0020531
2015,53,5.03,Andre Ellington,RB,ARI,50.8,6.5,3.03,6.06,328,00-0030287
2015,54,5.03,Greg Olsen,TE,CAR,51,5.4,4.01,6.05,223,00-0025418
2015,55,5.06,Keenan Allen,WR,LAC,53.8,6.4,2.11,6.1,320,00-0030279
2015,56,5.07,Todd Gurley,RB,LAR,54.9,5.4,3.08,6.11,262,00-0032241
2015,57,5.07,Julian Edelman,WR,NE,55.1,6.4,4.01,6.12,290,00-0027150
2015,58,5.07,Travis Kelce,TE,KC,55.4,6.5,3.1,6.12,212,00-0030506
2015,59,5.1,TJ Yeldon,RB,JAX,58.1,6.4,2.12,7.06,294,00-0032209
2015,60,5.11,Nelson Agholor,WR,PHI,58.9,5.9,4.02,7.01,282,00-0031549
2015,61,5.11,Ben Roethlisberger,QB,PIT,59.1,7,3.05,7.1,233,00-0022924
2015,62,6.01,LeGarrette Blount,RB,NE,60.5,6.8,3.03,7.08,324,00-0027325
2015,63,6.01,Sammy Watkins,WR,None,60.7,6.8,4.01,7.03,254,00-0031325
2015,64,6.02,Russell Wilson,QB,SEA,61.8,8.5,2.1,7.1,214,00-0029263
2015,65,6.02,Tom Brady,QB,NE,62.3,10.5,1.01,7.12,268,00-0019596
2015,66,6.03,Allen Robinson,WR,JAX,62.6,5.9,4.1,7.09,290,00-0031428
2015,67,6.05,C.J. Spiller,RB,NO,64.7,7.7,4.04,8.03,239,00-0027861
2015,68,6.06,Martellus Bennett,TE,CHI,66,5.9,4.08,7.11,178,00-0026201
2015,69,6.07,Martavis Bryant,WR,PIT,67.1,6.1,4.11,8.03,220,00-0031373
2015,70,6.07,Rashad Jennings,RB,NYG,67.3,8,4.09,8.04,271,00-0027155
2015,71,6.09,Charles Johnson,WR,MIN,69.5,6.5,5.04,8.04,229,-
2015,72,6.11,DeSean Jackson,WR,WAS,71,7.1,4.05,8.08,228,00-0026189
2015,73,7.01,Ryan Mathews,RB,PHI,73,9.3,2.07,8.1,204,00-0027864
2015,74,7.01,John Brown,WR,ARI,73.4,7,4.12,8.06,291,00-0031051
2015,75,7.02,Joique Bell,RB,DET,74.3,9,4.1,8.11,240,00-0027218
2015,76,7.03,Vincent Jackson,WR,TB,74.7,7.7,4.12,8.08,229,00-0023496
2015,77,7.03,Matt Ryan,QB,ATL,75.4,8.6,5.02,9.03,239,00-0026143
2015,78,7.04,Jordan Cameron,TE,MIA,76.3,8.6,4.11,8.11,124,00-0028040
2015,79,7.06,Tony Romo,QB,DAL,77.9,7.7,5.03,9.04,208,00-0021678
2015,80,7.07,Steve Smith,WR,BAL,78.8,7.8,5.04,8.12,236,00-0020337
2015,81,7.07,Alfred Blue,RB,HOU,79.2,8.5,5.04,8.11,192,00-0031075
2015,82,7.08,Sam Bradford,QB,PHI,79.8,9.4,4.1,9.11,247,00-0027854
2015,83,7.08,Darren McFadden,RB,DAL,80.5,9.9,4.1,9.01,177,00-0026144
2015,84,7.11,Isaiah Crowell,RB,CLE,82.7,8.3,4.08,9.06,317,00-0030656
2015,85,7.11,Giovani Bernard,RB,CIN,82.8,9.2,3.06,9.05,189,00-0030456
2015,86,7.11,Owen Daniels,TE,DEN,83.4,10.4,5.06,10.08,116,00-0024313
2015,87,7.12,Tevin Coleman,RB,ATL,83.6,7.8,5.08,9.06,274,00-0032058
2015,88,7.12,Victor Cruz,WR,NYG,84,9.9,4.11,9.07,169,00-0027265
2015,89,8.03,Mike Wallace,WR,MIN,86.8,8.5,4.11,9.1,219,00-0026901
2015,90,8.04,Matthew Stafford,QB,DET,87.8,9.5,3.04,10.01,239,00-0026498
2015,91,8.05,Jason Witten,TE,DAL,88.5,12.2,5.01,11.04,94,00-0022127
2015,92,8.05,Larry Fitzgerald,WR,ARI,88.9,8,6.04,9.09,182,00-0022921
2015,93,8.07,Tre Mason,RB,LAR,91.2,8.1,6.1,10.01,143,00-0031391
2015,94,8.08,Ryan Tannehill,QB,MIA,91.6,9.2,6.05,10.09,255,00-0029701
2015,95,8.08,Markus Wheaton,WR,PIT,92,8.5,6.07,10.1,180,00-0030460
2015,96,8.09,Danny Woodhead,RB,LAC,92.9,7.8,5.11,10.01,147,00-0026019
2015,97,8.1,Devin Funchess,WR,CAR,94.2,8.8,5.12,10.03,183,00-0032055
2015,98,8.11,Tyler Eifert,TE,CIN,95.1,12.2,6.09,12.01,127,00-0030549
2015,99,8.11,Shane Vereen,RB,NYG,95.2,9.7,6.04,10.07,124,00-0027994
2015,100,8.12,Eddie Royal,WR,CHI,95.7,9,5.02,10.07,206,00-0026182
2015,102,9.02,Terrance Williams,WR,DAL,97.6,9.4,5.07,10.09,190,00-0030542
2015,103,9.02,Bishop Sankey,RB,TEN,98.3,10.3,5.09,10.11,142,00-0031413
2015,104,9.03,Devonta Freeman,RB,ATL,99.1,10.2,6.05,11.09,141,00-0031285
2015,105,9.06,Delanie Walker,TE,TEN,102.3,13.7,6.08,12.05,140,00-0024389
2015,106,9.07,Eric Decker,WR,NYJ,103.4,9.3,7.03,11.04,168,00-0027690
2015,107,9.07,Eli Manning,QB,NYG,103.4,10.5,6.11,11.06,243,00-0022803
2015,108,9.1,Roddy White,WR,ATL,106.3,8.7,6.07,11.02,124,00-0023462
2015,109,9.1,Steve Johnson,WR,LAC,106.5,9.1,7.01,11.12,180,00-0026364
2015,110,9.11,Ronnie Hillman,RB,DEN,106.6,8.8,7.03,11.07,153,00-0029683
2015,111,9.11,Brian Quick,WR,LAR,106.7,9.3,5.11,11.09,168,00-0029640
2015,113,10.01,Duke Johnson,RB,CLE,109,10.1,7.04,12.01,193,00-0032257
2015,114,10.01,Anquan Boldin,WR,SF,109.5,10.9,6.09,12.05,124,00-0022084
2015,116,10.03,Kendall Wright,WR,TEN,110.9,12,4.07,11.08,141,00-0029708
2015,117,10.03,Philip Rivers,QB,LAC,111.4,10.2,6.1,11.1,214,00-0022942
2015,118,10.06,DeVante Parker,WR,MIA,114.4,9.2,8.01,12.01,183,00-0031547
2015,120,10.08,Cam Newton,QB,CAR,115.8,10.9,7.1,12.04,157,00-0027939
2015,121,10.08,David Cobb,RB,TEN,116,12.6,6.02,12.09,83,00-0032133
2015,122,10.09,Knile Davis,RB,KC,116.8,10.7,7.02,12.07,135,00-0030280
2015,123,10.09,Kyle Rudolph,TE,MIN,117.2,15.3,6.04,13.04,217,00-0027981
2015,124,11.01,Marques Colston,WR,NO,120.6,10.5,7.12,12.08,115,00-0024466
2015,125,11.01,Pierre Garcon,WR,WAS,120.6,12.4,7.04,12.06,102,00-0026345
2015,126,11.01,David Johnson,RB,ARI,120.9,11.2,7.09,12.12,128,00-0032187
2015,127,11.01,Darren Sproles,RB,PHI,121.3,10.5,7.06,13.07,166,00-0023564
2015,128,11.02,Teddy Bridgewater,QB,MIN,121.8,10,8.07,12.1,142,00-0031237
2015,130,11.04,Torrey Smith,WR,SF,124.2,13.3,7.02,13.02,89,00-0027996
2015,131,11.04,DeAngelo Williams,RB,PIT,124.3,15.1,6.08,14.1,163,00-0024242
2015,132,11.06,Michael Floyd,WR,ARI,125.6,12.6,7.12,13.05,104,00-0029638
2015,133,11.06,Julius Thomas,TE,JAX,126.1,18.5,5.12,14.12,189,00-0028067
2015,134,11.08,Zach Ertz,TE,PHI,127.7,18.3,8.02,15.06,196,00-0030061
2015,135,11.09,Brandon LaFell,WR,NE,129,14.5,6.01,13.01,48,00-0027681
2015,136,11.09,Brandon Coleman,WR,NO,129.4,9.6,9.01,14.03,117,00-0030801
2015,137,11.1,Jonas Gray,RB,NE,129.5,12.3,8.02,13.08,49,00-0029104
2015,138,11.1,Carson Palmer,QB,ARI,129.9,8.2,9.09,13.04,103,00-0021429
2015,139,11.1,Matt Jones,RB,WAS,130.5,11.3,8.09,13.1,223,00-0031939
2015,141,12.05,Dwayne Allen,TE,IND,136.6,17.6,7.09,15.09,222,00-0029689
2015,142,12.05,Reggie Bush,RB,SF,136.9,17.7,5.12,15.08,134,00-0024217
2015,143,12.07,Breshad Perriman,WR,BAL,138.6,9.8,11.01,14.11,64,00-0032054
2015,145,12.08,Marvin Jones,WR,CIN,140.1,11.5,10.02,15.06,61,00-0029293
2015,147,12.11,Ty Montgomery,WR,NO,142.6,11.8,10.08,15.03,58,00-0032200
2015,149,12.12,Joe Flacco,QB,BAL,143.5,10.9,10.12,15.02,61,00-0026158
2015,150,12.12,Cameron Artis-Payne,RB,CAR,144,13.3,10.09,15.08,133,00-0031599
2015,152,13.01,Antonio Gates,TE,LAC,145.3,18.5,8.09,15.1,187,00-0021547
2015,153,13.02,Michael Crabtree,WR,LV,146,14.6,7.05,15.11,80,00-0026986
2015,154,13.02,Colin Kaepernick,QB,SF,146.2,15.8,7.06,15.07,70,00-0027974
2015,156,13.03,Tyrod Taylor,QB,BUF,146.7,15.6,9.12,15.09,56,00-0028118
2015,157,13.04,Josh Hill,TE,NO,147.8,29.8,2.05,15.11,38,00-0030216
2015,158,13.04,Christine Michael,RB,SEA,148.1,19.3,9.02,15.12,97,00-0030432
2015,159,13.04,Andre Williams,RB,NYG,148.2,17.6,5.06,15.1,118,00-0031055
2015,160,13.04,Dorial Green-Beckham,WR,TEN,148.2,12.9,10.05,15.11,113,00-0032218
2015,161,13.05,Jay Cutler,QB,CHI,149.1,12.4,11.08,15.11,52,00-0024226
2015,162,13.06,Charles Sims,RB,TB,149.6,17.7,9.05,15.12,76,00-0031390
2015,163,13.06,Vernon Davis,TE,SF,149.9,21,7.08,15.12,94,00-0024221
2015,164,13.07,Khiry Robinson,RB,NO,150.8,18.5,10.01,15.12,31,00-0030348
2015,165,13.08,Tyler Lockett,WR,SEA,152,13.1,10.07,15.1,128,00-0032211
2015,167,13.09,Richard Rodgers,TE,GB,153,25.5,2.05,15.12,84,00-0031384
2015,169,13.1,Roy Helu,RB,LV,153.5,19.5,8.11,15.12,43,00-0028043
2015,170,13.1,Jeff Janis,WR,GB,153.8,20.5,7.1,15.12,53,00-0031001
2015,171,13.11,James Starks,RB,GB,154.7,23.4,3.1,15.12,58,00-0027791
2015,172,13.11,Denard Robinson,RB,JAX,154.8,15.5,10.12,15.12,91,00-0030547
2015,174,14.01,Rueben Randle,WR,NYG,156.5,18.4,8.1,15.12,58,00-0029262
2015,175,14.01,Marcus Mariota,QB,TEN,156.7,18.1,10.01,15.11,44,00-0032268
2015,178,14.01,James Jones,WR,LV,157.2,21.5,8.01,15.11,36,00-0025465
2015,179,14.01,Cody Latimer,WR,DEN,157.4,16.6,10.11,15.12,32,00-0031344
2015,180,14.03,Phillip Dorsett,WR,IND,158.6,14.5,10.12,15.1,38,00-0032208
2015,182,14.04,Allen Hurns,WR,JAX,160.3,13.7,11.12,15.12,40,00-0030821
2016,1,1.01,Antonio Brown,WR,PIT,1.3,0.6,1.01,1.04,196,00-0027793
2016,2,1.02,Todd Gurley,RB,LAR,2.4,1.2,1.01,1.07,103,00-0032241
2016,3,1.03,Julio Jones,WR,ATL,3.3,1.1,1.02,1.07,143,00-0027944
2016,4,1.04,Odell Beckham Jr,WR,NYG,4,1.4,1.01,1.09,286,00-0031235
2016,5,1.05,David Johnson,RB,ARI,5.4,2.4,1.01,2.03,205,00-0032187
2016,6,1.06,Ezekiel Elliott,RB,DAL,6.3,2.1,1.02,1.11,168,00-0033045
2016,7,1.07,Adrian Peterson,RB,MIN,6.6,2.1,1.01,1.12,224,00-0025394
2016,8,1.08,Lamar Miller,RB,HOU,8.2,1.7,1.04,1.12,222,00-0029615
2016,9,1.09,A.J. Green,WR,CIN,8.9,2,1.04,2.01,252,00-0027942
2016,10,1.09,DeAndre Hopkins,WR,HOU,9.1,2.1,1.05,2.04,260,00-0030564
2016,11,1.1,LeVeon Bell,RB,PIT,10.1,2.6,1.03,2.07,217,00-0030496
2016,12,1.12,Allen Robinson,WR,JAX,11.9,2,1.04,2.06,260,00-0031428
2016,13,2.02,Rob Gronkowski,TE,NE,13.9,3.3,1.02,2.1,183,00-0027656
2016,14,2.02,Dez Bryant,WR,DAL,14,2.1,1.1,2.09,144,00-0027902
2016,15,2.03,Mike Evans,WR,TB,15.2,2.3,1.04,2.11,209,00-0031408
2016,16,2.03,Eddie Lacy,RB,GB,15.3,2.6,1.07,2.12,253,00-0030485
2016,17,2.05,Jamaal Charles,RB,KC,16.5,3.6,1.08,2.12,143,00-0026213
2016,18,2.06,Devonta Freeman,RB,ATL,17.6,3.1,1.11,3.04,208,00-0031285
2016,19,2.06,Brandon Marshall,WR,NYJ,17.7,2.7,1.1,3.01,234,00-0024334
2016,20,2.07,Jordy Nelson,WR,GB,19.3,3.1,1.12,3.05,256,00-0026176
2016,21,2.08,LeSean McCoy,RB,BUF,19.7,3.1,1.12,3.06,219,00-0027029
2016,22,2.09,Keenan Allen,WR,LAC,21.1,3.3,2.01,3.07,208,00-0030279
2016,23,2.1,Amari Cooper,WR,LV,22.5,3.5,2.02,3.07,198,00-0031544
2016,24,2.11,Mark Ingram,RB,NO,22.9,3.6,2.01,3.08,224,00-0027966
2016,25,2.12,Doug Martin,RB,TB,24.1,3.7,2.02,3.1,193,00-0029613
2016,26,3.02,Alshon Jeffery,WR,CHI,26.3,3.7,2.01,4.02,179,00-0029137
2016,27,3.03,Brandin Cooks,WR,NO,27.3,3.6,2.05,4.01,176,00-0031236
2016,28,3.04,Cam Newton,QB,CAR,27.7,7,1.07,4.07,152,00-0027939
2016,29,3.05,CJ Anderson,RB,DEN,28.6,4,2.03,4.03,176,00-0029854
2016,30,3.05,Sammy Watkins,WR,BUF,29,3.6,2.05,4.04,176,00-0031325
2016,31,3.07,Latavius Murray,RB,LV,30.7,4,2.11,4.04,196,00-0030513
2016,32,3.08,T.Y. Hilton,WR,IND,31.5,3.4,2.1,4.07,224,00-0029608
2016,33,3.08,Aaron Rodgers,QB,GB,32.3,7.2,1.05,4.1,159,00-0023459
2016,34,3.08,Demaryius Thomas,WR,DEN,32.4,3.7,2.11,4.08,216,00-0027874
2016,35,3.09,Thomas Rawls,RB,SEA,32.6,4.6,2.05,4.11,236,00-0031897
2016,36,3.1,Randall Cobb,WR,GB,33.7,4.3,2.04,4.09,211,00-0028002
2016,37,4.01,DeMarco Murray,RB,TEN,36.5,5.1,2.09,4.12,194,00-0028009
2016,38,4.01,Jeremy Hill,RB,CIN,36.5,4.4,2.08,4.11,210,00-0031301
2016,39,4.02,Kelvin Benjamin,WR,CAR,38.1,5.1,2.12,5.03,222,00-0031359
2016,40,4.04,Jarvis Landry,WR,MIA,39.9,4,3.01,5.03,185,00-0031382
2016,41,4.04,Carlos Hyde,RB,SF,40,5.1,3.01,5.04,191,00-0031045
2016,42,4.04,Jordan Reed,TE,WAS,40,5.2,3.01,5.07,158,00-0030472
2016,43,4.06,Donte Moncrief,WR,IND,41.7,4.7,3.04,5.1,170,00-0031339
2016,44,4.06,Matt Forte,RB,NYJ,42.4,4.5,3.05,5.08,207,00-0026184
2016,45,4.08,Jeremy Langford,RB,CHI,43.8,5.1,3.04,5.12,205,00-0031569
2016,46,4.09,Jeremy Maclin,WR,KC,44.9,5.5,3.02,5.09,188,00-0026995
2016,47,4.09,Melvin Gordon,RB,LAC,45.2,5.2,3.04,5.09,204,00-0032144
2016,48,4.11,Jonathan Stewart,RB,CAR,46.9,5.4,3.06,5.11,159,00-0026153
2016,49,4.11,Russell Wilson,QB,SEA,47.4,5.9,3.03,6.03,129,00-0029263
2016,50,4.12,Eric Decker,WR,NYJ,47.9,5.8,2.09,6.01,197,00-0027690
2016,51,5.02,Julian Edelman,WR,NE,50.3,6.3,2.09,6.02,143,00-0027150
2016,52,5.03,Greg Olsen,TE,CAR,51.3,6.2,3.05,6.05,158,00-0025418
2016,53,5.03,Josh Gordon,WR,CLE,51.5,5.7,4.02,6.07,197,00-0029664
2016,54,5.04,Doug Baldwin,WR,SEA,51.9,6.4,3.08,6.06,189,00-0028434
2016,55,5.05,Arian Foster,RB,MIA,52.9,5.3,3.11,6.05,156,00-0026796
2016,56,5.07,Andrew Luck,QB,IND,54.8,6,3.09,6.08,147,00-0029668
2016,57,5.07,Michael Floyd,WR,ARI,55.2,5.8,4.03,7.09,216,00-0029638
2016,58,5.07,Ryan Mathews,RB,PHI,55.3,5.5,4.01,6.1,232,00-0027864
2016,59,5.09,Drew Brees,QB,NO,57.2,5.9,4.04,6.11,123,00-0020531
2016,60,5.12,Golden Tate,WR,DET,60,5.8,3.1,7.04,193,00-0027891
2016,61,6.01,Matt Jones,RB,WAS,60.9,6,4.06,7.03,161,00-0031939
2016,62,6.01,Marvin Jones,WR,DET,61.3,5.9,5.01,7.08,197,00-0029293
2016,63,6.01,Travis Kelce,TE,KC,61.4,5,4.1,7.01,102,00-0030506
2016,64,6.02,DeAngelo Williams,RB,PIT,61.8,5.5,5.02,7.08,154,00-0024242
2016,65,6.03,Frank Gore,RB,IND,62.6,7.1,2.11,7.09,147,00-0023500
2016,66,6.04,Ben Roethlisberger,QB,PIT,64.4,6.8,5.01,7.09,106,00-0022924
2016,67,6.05,Rashad Jennings,RB,NYG,65.4,5.7,4.09,7.1,189,00-0027155
2016,68,6.06,Allen Hurns,WR,JAX,65.8,8.8,3.08,8.07,181,00-0030821
2016,69,6.06,Tom Brady,QB,NE,66,6.8,4.09,7.09,118,00-0019596
2016,70,6.08,Giovani Bernard,RB,CIN,67.7,6.7,4.11,7.12,193,00-0030456
2016,71,6.09,Delanie Walker,TE,TEN,68.9,7.1,5.01,8.03,105,00-0024389
2016,72,6.1,Chris Ivory,RB,JAX,69.6,7.7,4.11,8.06,159,00-0027531
2016,73,6.1,Derrick Henry,RB,TEN,70.5,7.2,4.09,8.05,219,00-0032764
2016,74,6.12,Larry Fitzgerald,WR,ARI,71.6,9.8,3.01,9.01,176,00-0022921
2016,75,7.01,Coby Fleener,TE,NO,72.7,7.1,4.11,8.06,105,00-0029697
2016,76,7.02,Tyler Lockett,WR,SEA,73.9,8.4,4.09,8.12,171,00-0032211
2016,77,7.04,Emmanuel Sanders,WR,DEN,76.1,9.6,2.12,9.02,194,00-0027685
2016,78,7.05,Ameer Abdullah,RB,DET,77.3,6.6,5.02,9.05,210,00-0032104
2016,79,7.05,Carson Palmer,QB,ARI,77.4,8.1,4.07,8.12,110,00-0021429
2016,80,7.06,John Brown,WR,ARI,78.3,8,5.04,9.01,180,00-0031051
2016,81,7.09,Duke Johnson,RB,CLE,80.5,8.6,5.04,9.07,137,00-0032257
2016,82,7.09,Jordan Matthews,WR,PHI,80.6,8.4,5.11,9.04,224,00-0031299
2016,83,7.09,Gary Barnidge,TE,CLE,81.3,6.7,6.08,9.08,83,00-0026281
2016,84,7.1,Blake Bortles,QB,JAX,81.6,10.1,5.07,9.12,90,00-0031407
2016,85,7.1,LeGarrette Blount,RB,NE,82,8.3,5.04,9.04,180,00-0027325
2016,86,7.11,DeSean Jackson,WR,WAS,83.2,9,4.01,9.04,233,00-0026189
2016,87,8.02,Danny Woodhead,RB,LAC,86,8.1,5.01,9.05,144,00-0026019
2016,88,8.02,Justin Forsett,RB,BAL,86.5,7.7,5.05,9.09,151,00-0026373
2016,89,8.03,Sterling Shepard,WR,NYG,87,8.2,6.09,9.09,162,00-0032385
2016,90,8.05,Isaiah Crowell,RB,CLE,88.7,7.9,6.05,10.02,115,00-0030656
2016,91,8.06,Eli Manning,QB,NYG,90.3,10.2,5.07,10.03,113,00-0022803
2016,92,8.06,TJ Yeldon,RB,JAX,90.4,6.5,7.02,9.07,155,00-0032209
2016,93,8.07,Michael Crabtree,WR,LV,90.6,7.1,6.09,10.02,188,00-0026986
2016,94,8.07,Julius Thomas,TE,JAX,91.1,11.5,7.01,12.02,73,00-0028067
2016,95,8.07,Tyler Eifert,TE,CIN,91.3,13.4,6.08,12.01,56,00-0030549
2016,96,8.08,Christine Michael,RB,SEA,91.6,6.5,7.02,9.1,123,00-0030432
2016,98,8.11,Philip Rivers,QB,LAC,95.4,8.4,7.01,10.07,130,00-0022942
2016,99,9.02,DeVante Parker,WR,MIA,97.8,8.1,7.02,10.05,100,00-0031547
2016,100,9.02,Devin Funchess,WR,CAR,98.4,9.4,6.02,10.07,129,00-0032055
2016,101,9.03,Jay Ajayi,RB,MIA,99.3,8.8,6.1,10.1,75,00-0031590
2016,102,9.04,Charles Sims,RB,TB,99.8,6.3,7.11,10.07,109,00-0031390
2016,103,9.05,Stefon Diggs,WR,MIN,100.5,13.1,4.09,10.11,63,00-0031588
2016,104,9.05,Derek Carr,QB,LV,101.4,9.1,7.01,10.12,108,00-0031280
2016,105,9.06,Kevin White,WR,CHI,101.9,8.2,7.02,10.1,129,00-0031545
2016,106,9.07,Antonio Gates,TE,LAC,102.5,14.3,6.08,12.05,99,00-0021547
2016,108,9.08,Alfred Morris,RB,DAL,103.8,8.1,6.12,10.11,76,00-0029141
2016,110,9.11,Tevin Coleman,RB,ATL,106.6,8.6,8.01,11.09,95,00-0032058
2016,111,9.11,Travis Benjamin,WR,LAC,107.4,9.6,6.01,11.09,114,00-0029269
2016,112,9.12,Tyrod Taylor,QB,BUF,107.7,9.7,6.09,11.12,150,00-0028118
2016,113,10.02,Kirk Cousins,QB,WAS,110.4,9.8,7.07,11.1,133,00-0029604
2016,114,10.03,Willie Snead,WR,NO,110.8,8.5,7.08,11.1,115,00-0030663
2016,115,10.03,Bilal Powell,RB,NYJ,111.4,9,8.02,12.02,108,00-0028064
2016,116,10.05,Zach Ertz,TE,PHI,112.8,15.9,6.08,13.05,140,00-0030061
2016,117,10.05,Spencer Ware,RB,KC,113.2,13.4,6.07,13.12,204,00-0030414
2016,118,10.06,Corey Coleman,WR,CLE,113.8,10.8,7.03,12.01,80,00-0032966
2016,120,10.06,James White,RB,NE,114.3,8.7,8.08,12.02,72,00-0031062
2016,121,10.09,Torrey Smith,WR,SF,117,10.7,8.02,12.03,82,00-0027996
2016,122,10.09,Jameis Winston,QB,TB,117.1,10.1,7.1,12.01,135,00-0031503
2016,123,10.1,Tavon Austin,WR,LAR,118.4,9.5,8.03,12.03,97,00-0030525
2016,124,10.11,DeAndre Washington,RB,LV,118.7,10.4,8.01,12.1,120,00-0032940
2016,125,10.11,Markus Wheaton,WR,PIT,118.8,12.1,7.09,12.05,73,00-0030460
2016,127,11.01,Kamar Aiken,WR,BAL,120.9,11.6,7.08,12.06,80,00-0028497
2016,128,11.03,Michael Thomas,WR,NO,123.5,10.9,8.05,12.08,71,00-0032765
2016,129,11.04,Matthew Stafford,QB,DET,123.6,8,9.03,12.06,138,00-0026498
2016,130,11.04,Jimmy Graham,TE,SEA,124,17.6,6.02,15.03,171,00-0027696
2016,132,11.05,Vincent Jackson,WR,TB,124.7,13,4.12,12.11,99,00-0023496
2016,133,11.07,Devontae Booker,RB,DEN,127.4,12.3,9.04,14.1,96,00-0032972
2016,134,11.08,Martellus Bennett,TE,NE,127.8,14.9,7.01,14.1,214,00-0026201
2016,135,11.09,Andy Dalton,QB,CIN,128.8,13.2,6.05,13.06,89,00-0027973
2016,136,11.09,Tajae Sharpe,WR,TEN,129,8.8,8.1,12.1,102,00-0032778
2016,137,11.09,Mohamed Sanu,WR,ATL,129.5,12,9.04,13.02,53,00-0029632
2016,138,11.1,Marcus Mariota,QB,TEN,130,11.5,7.04,13.01,78,00-0032268
2016,139,12.01,Steve Smith,WR,BAL,132.6,11.2,10.05,15.01,55,00-0020337
2016,141,12.04,Dion Lewis,RB,NE,136.3,14.2,9.04,15.04,60,00-0028087
2016,142,12.04,Will Fuller,WR,HOU,136.5,11.5,8.09,13.09,61,00-0033127
2016,143,12.05,Darren Sproles,RB,PHI,136.5,14.3,9.07,15.04,73,00-0023564
2016,144,12.06,Dwayne Allen,TE,IND,137.6,17.7,8.03,15.08,188,00-0029689
2016,145,12.06,Dak Prescott,QB,DAL,137.7,14.6,8.1,15.01,55,00-0033077
2016,147,12.09,Jared Cook,TE,GB,141.4,19.3,7.07,15.09,188,00-0027061
2016,148,12.1,Chris Hogan,WR,NE,142.5,12.2,9.06,14.11,56,00-0028237
2016,149,13.02,Chris Johnson,RB,ARI,146,16,7.11,15.03,101,00-0026164
2016,150,13.03,Jerick McKinnon,RB,MIN,146.7,15.2,10.01,15.07,130,00-0031376
2016,151,13.06,Theo Riddick,RB,DET,149.7,12.9,10.11,15.08,77,00-0030107
2016,153,13.06,Ryan Tannehill,QB,MIA,150.2,12.2,10.05,15.12,54,00-0029701
2016,154,13.07,Terrance West,RB,BAL,151.1,17.6,10.08,15.12,61,00-0031375
2016,156,13.09,James Starks,RB,GB,152.6,16.9,8.01,15.11,97,00-0027791
2016,157,13.1,Ryan Fitzpatrick,QB,NYJ,153.5,15.9,7.01,15.11,66,00-0023682
2016,158,13.1,Rishard Matthews,WR,TEN,153.9,13.7,10.04,15.12,62,00-0029580
2016,159,13.1,Mike Wallace,WR,BAL,154.5,14.5,9.09,15.1,70,00-0026901
2016,161,13.11,Robert Griffin III,QB,CLE,155.5,13.7,10.12,15.12,62,00-0029665
2016,162,13.12,Tyler Boyd,WR,CIN,155.6,20.2,9.03,15.12,70,00-0033009
2016,163,13.12,Jason Witten,TE,DAL,155.6,21.9,6.01,15.12,56,00-0022127
2016,164,14.01,Zach Miller,TE,CHI,157.5,15.7,10.02,15.12,54,00-0025425
2017,1,1.02,David Johnson,RB,ARI,1.6,0.8,1.01,1.05,420,00-0032187
2017,2,1.02,LeVeon Bell,RB,PIT,2.2,0.7,1.01,1.04,349,00-0030496
2017,3,1.05,Julio Jones,WR,ATL,5.3,1.6,1.01,1.09,329,00-0027944
2017,4,1.06,Antonio Brown,WR,PIT,6,3.1,1.01,2.02,343,00-0027793
2017,5,1.06,LeSean McCoy,RB,BUF,6.2,1.7,1.03,1.12,288,00-0027029
2017,6,1.06,Devonta Freeman,RB,ATL,6.5,1.9,1.03,1.12,316,00-0031285
2017,7,1.07,Odell Beckham Jr,WR,NYG,6.8,2.1,1.01,1.12,284,00-0031235
2017,8,1.07,Melvin Gordon,RB,LAC,7.4,2.2,1.01,2.04,346,00-0032144
2017,9,1.08,Mike Evans,WR,TB,8.4,2,1.01,2.03,345,00-0031408
2017,10,1.1,Ezekiel Elliott,RB,DAL,10.1,4.2,1.01,2.08,499,00-0033045
2017,11,1.1,A.J. Green,WR,CIN,10.4,2,1.05,2.05,316,00-0027942
2017,12,1.11,Jay Ajayi,RB,PHI,10.7,2.2,1.04,2.05,324,00-0031590
2017,13,2.01,Jordy Nelson,WR,GB,12.5,2.3,1.03,2.07,351,00-0026176
2017,14,2.01,DeMarco Murray,RB,TEN,13.4,2.7,1.06,2.08,366,00-0028009
2017,15,2.03,Jordan Howard,RB,CHI,14.8,2.7,1.08,2.11,422,00-0032780
2017,16,2.04,Michael Thomas,WR,NO,15.8,2.3,1.06,2.11,405,00-0032765
2017,17,2.05,Todd Gurley,RB,LAR,16.8,3,1.01,3.02,384,00-0032241
2017,18,2.06,Rob Gronkowski,TE,NE,17.9,3.1,1.04,3.04,331,00-0027656
2017,19,2.07,Dez Bryant,WR,DAL,18.8,2.8,1.08,3.03,325,00-0027902
2017,20,2.08,Aaron Rodgers,QB,GB,19.8,5.4,1.01,3.07,289,00-0023459
2017,21,2.08,Brandin Cooks,WR,NE,19.9,2.7,1.12,3.05,315,00-0031236
2017,22,2.09,Amari Cooper,WR,LV,21.4,2.8,2.01,3.07,328,00-0031544
2017,23,2.1,Leonard Fournette,RB,JAX,22,3.6,1.09,3.09,266,00-0033856
