season,#,pick,name,pos,team,overall,std,high,low,n,gsis_id
2013,68,6.07,Matthew Stafford,QB,DET,66.7,8.6,3.02,9.03,358,00-0026498
2013,69,6.08,Mike Wallace,WR,MIA,67.6,6.8,4.03,8.1,330,00-0026901
2013,70,6.08,Chris Ivory,RB,NYJ,68.4,9.3,4.02,9.05,307,00-0027531
2013,71,6.09,Steve Smith,WR,BAL,68.8,6.6,4.11,8.04,341,00-0020337
2013,72,6.11,Andrew Luck,QB,IND,71.4,10.9,2.03,9.04,374,00-0029668
2013,73,6.12,James Jones,WR,LV,71.5,7.7,4.11,8.09,320,00-0025465
2013,74,6.12,Rashard Mendenhall,RB,ARI,72.2,8.8,3.11,9.01,368,00-0026163
2013,75,7.03,Robert Griffin III,QB,WAS,74.8,10.8,3.05,9.06,373,00-0029665
2013,76,7.03,Kenbrell Thompkins,WR,NE,75,8.3,4.03,9.03,295,00-0030000
2013,77,7.04,Jermichael Finley,TE,GB,75.7,7.1,5.07,9.02,227,00-0026231
2013,78,7.05,Ben Tate,RB,CLE,77.1,8.3,3.1,9.02,320,00-0027890
2013,79,7.05,Cecil Shorts,WR,JAX,77.5,8,5.02,10.01,290,00-0028052
2013,80,7.07,Miles Austin,WR,FA,78.7,8.5,4.02,9.06,322,00-0023921
2013,81,7.07,LeVeon Bell,RB,PIT,78.8,10.5,3.07,10.03,404,00-0030496
2013,82,7.08,Tony Romo,QB,DAL,79.7,10.2,4.07,10.01,338,00-0021678
2013,83,7.11,Tavon Austin,WR,LAR,82.8,9.4,3.07,9.09,309,00-0030525
2013,84,7.11,Mark Ingram,RB,NO,82.8,8.9,5.08,9.06,238,00-0027966
2013,85,7.11,Anquan Boldin,WR,SF,83.4,9.2,5.06,9.09,319,00-0022084
2013,86,8.01,Russell Wilson,QB,SEA,85.5,10.4,4.12,10.02,349,00-0029263
2013,87,8.02,Jordan Cameron,TE,CLE,85.6,10.6,6.04,11.01,162,00-0028040
2013,88,8.02,BenJarvus Green-Ellis,RB,CIN,85.7,10.5,3.11,9.1,256,00-0025860
2013,89,8.02,Josh Gordon,WR,CLE,86.1,8.5,6.03,10.03,319,00-0029664
2013,90,8.05,Antonio Gates,TE,LAC,88.9,13.7,5.01,12.04,162,00-0021547
2013,91,8.06,Greg Jennings,WR,MIN,89.5,9.8,2.07,10.02,285,00-0024267
2013,93,8.08,Golden Tate,WR,DET,91.6,10.3,1.04,10.1,288,00-0027891
2013,94,8.09,Chris Givens,WR,LAR,92.5,8.4,6.03,10.1,282,00-0029614
2013,95,8.11,Jared Cook,TE,LAR,95.5,13.2,6.09,12.07,189,00-0027061
2013,96,8.12,Steve Johnson,WR,None,95.6,8.5,6.06,11.12,290,00-0026364
2013,98,9.03,Michael Vick,QB,NYJ,99,10.9,2.08,11.03,286,-
2013,99,9.04,Knowshon Moreno,RB,MIA,99.8,10.7,6.03,11.08,133,00-0026988
2013,100,9.05,Greg Olsen,TE,CAR,100.9,13.9,6.04,12.1,239,00-0025418
2013,101,9.06,Kenny Britt,WR,LAR,101.9,9.2,6.08,11.06,214,00-0027006
2013,102,9.07,Bernard Pierce,RB,BAL,102.8,10.9,5.05,12.05,175,00-0029264
2013,103,9.07,Ronnie Hillman,RB,DEN,102.9,13.7,5.12,13.04,226,00-0029683
2013,104,9.07,Lance Moore,WR,PIT,103.4,8.7,7.03,12.08,223,00-0023310
2013,106,9.1,DeAndre Hopkins,WR,HOU,105.9,9.9,5.1,11.12,201,00-0030564
2013,108,9.12,Eli Manning,QB,NYG,108.5,11.9,5.01,12.02,238,00-0022803
2013,109,10.01,Kyle Rudolph,TE,MIN,109.2,16.8,4.07,14.06,256,00-0027981
2013,110,10.04,Danny Woodhead,RB,LAC,111.7,11.4,7.01,13.04,150,00-0026019
2013,111,10.04,Michael Floyd,WR,ARI,112.3,9.7,7.08,12.02,214,00-0029638
2013,112,10.04,Justin Blackmon,WR,JAX,112.4,8.6,8.01,12.09,219,00-0029707
2013,113,10.05,Jonathan Dwyer,RB,ARI,112.6,17,7.08,14.09,41,00-0027786
2013,114,10.07,Pierre Thomas,RB,NO,114.8,12.9,7.06,13.03,173,00-0024813
2013,116,10.08,Vincent Brown,WR,LAC,115.8,8.9,8.06,12.1,220,00-0028020
2013,117,10.08,Emmanuel Sanders,WR,DEN,116.3,9.6,8.01,12.08,191,00-0027685
2013,118,10.09,Zach Sudfeld,TE,NE,117,15.1,5.05,14.07,313,00-0029999
2013,119,10.1,Alshon Jeffery,WR,CHI,118.1,9.4,8.03,13.09,232,00-0029137
2013,120,10.12,Andy Dalton,QB,CIN,119.6,9.9,7.01,12.09,191,00-0027973
2013,121,10.12,Vick Ballard,RB,IND,120.4,14.6,6.01,13.06,178,00-0029547
2013,123,11.01,Sidney Rice,WR,SEA,120.8,10.9,8.07,13.07,156,00-0025431
2013,124,11.01,Isaac Redman,RB,PIT,121.3,18.4,2.08,15.04,299,00-0026566
2013,126,11.05,Owen Daniels,TE,BAL,124.7,17.5,6.1,15.01,315,00-0024313
2013,127,11.05,Michael Bush,RB,FA,124.8,13.7,7.11,13.08,158,00-0025487
2013,128,11.06,Jay Cutler,QB,CHI,125.8,11.9,7.07,13.06,131,00-0024226
2013,129,11.07,Carson Palmer,QB,ARI,126.5,12.9,6.09,13.05,113,00-0021429
2013,130,11.07,Cordarrelle Patterson,WR,MIN,126.7,11.9,5.06,14.09,139,00-0030578
2013,131,11.08,Christine Michael,RB,SEA,128.4,13.5,5.12,14.07,211,00-0030432
2013,132,11.09,Rueben Randle,WR,NYG,129.1,9.8,9.04,14.11,154,00-0029262
2013,133,11.1,Jacquizz Rodgers,RB,ATL,129.6,13.9,7.08,15.1,191,00-0028083
2013,134,11.12,Ben Roethlisberger,QB,PIT,132,11.4,9.08,14.11,135,00-0022924
2013,135,12.01,Darrius Heyward-Bey,WR,PIT,133.2,11.7,9.06,15.11,146,00-0026983
2013,136,12.02,Ryan Broyles,WR,DET,134.2,12.7,9.01,14.09,101,00-0029209
2013,137,12.02,Andre Brown,RB,HOU,134.3,24.1,1.06,15.08,120,00-0027094
2013,139,12.04,Joique Bell,RB,DET,135.7,14.9,7.02,15.04,259,00-0027218
2013,141,12.07,Matt Schaub,QB,LV,138.6,11.9,8.07,14.12,129,00-0022787
2013,142,12.07,Bilal Powell,RB,NYJ,138.6,18.4,7.1,15.09,158,00-0028064
2013,143,12.07,Joe Flacco,QB,BAL,139.2,18.6,4.12,15.11,137,00-0026158
2013,144,12.07,Brandon Myers,TE,TB,139.4,19.1,7.05,15.1,287,00-0027135
2013,145,12.1,Brian Hartline,WR,MIA,142.1,10.9,10.08,15.03,133,00-0027077
2013,146,12.1,Roy Helu,RB,WAS,142.4,15.5,7.09,15.1,214,00-0028043
2013,147,12.12,Fred Davis,TE,FA,144.2,20.3,8.07,15.11,263,00-0026188
2013,148,13.01,Denarius Moore,WR,LV,144.5,14.1,8.11,15.11,102,00-0028086
2013,150,13.01,Sam Bradford,QB,LAR,145.4,12.7,9.02,15.09,139,00-0027854
2013,154,13.05,Brandon Pettigrew,TE,DET,148.6,23.5,6.08,15.11,92,00-0026996
2013,155,13.05,Aaron Dobson,WR,NE,148.8,14.6,9.12,15.09,105,00-0030540
2013,158,13.07,Mohamed Sanu,WR,CIN,150.7,14.7,10.1,15.11,124,00-0029632
2013,159,13.07,Felix Jones,RB,PIT,151,23.2,8.1,15.12,52,00-0026162
2013,160,13.08,Tyler Eifert,TE,CIN,152.1,20.3,6.12,15.11,135,00-0030549
2013,161,13.09,Martellus Bennett,TE,CHI,152.8,19.8,8.11,15.12,150,00-0026201
2013,162,13.1,Kendall Hunter,RB,SF,153.7,15.8,9.02,15.1,185,00-0028053
2013,164,13.1,Shonn Greene,RB,TEN,153.8,17.6,8.05,15.12,107,00-0026899
2013,165,13.11,Jacoby Jones,WR,BAL,154.6,17.3,6.09,15.12,115,00-0025460
2013,166,13.12,Isaiah Pead,RB,LAR,155.7,19.6,9.01,15.12,96,00-0029626
2013,167,13.12,Alex Smith,QB,KC,156.3,14.2,9.01,15.12,89,00-0023436
2013,168,14.01,LaMichael James,RB,SF,156.7,20.7,7.04,15.12,49,00-0029260
2013,171,14.02,EJ Manuel,QB,None,157.6,24,1.02,15.12,75,00-0030526
2013,172,14.02,Malcom Floyd,WR,LAC,158.3,13.8,10.08,15.12,85,00-0022414
2013,173,14.02,Markus Wheaton,WR,PIT,158.5,12.1,10.12,15.12,66,00-0030460
2013,174,14.03,Kendall Wright,WR,TEN,159.1,18.6,9.02,15.12,48,00-0029708
2013,175,14.04,Daniel Thomas,RB,MIA,159.5,16.5,10.03,15.12,63,00-0028000
2013,176,14.04,Michael Crabtree,WR,SF,159.6,18.5,7.08,15.11,42,00-0026986
2013,177,14.04,Philip Rivers,QB,LAC,159.7,13.4,11.07,15.12,63,00-0022942
2013,178,14.04,Josh Freeman,QB,NYG,160,12.3,10.12,15.12,101,00-0026993
2013,179,14.05,Julian Edelman,WR,NE,161.5,13.2,11.08,15.12,71,00-0027150
2013,180,14.08,Andre Roberts,WR,WAS,163.5,11.8,12.05,15.12,44,00-0027691
2014,1,1.02,LeSean McCoy,RB,PHI,1.6,0.9,1.01,1.05,279,00-0027029
2014,2,1.03,Adrian Peterson,RB,MIN,3.1,1.4,1.01,1.08,328,00-0025394
2014,3,1.04,Jamaal Charles,RB,KC,3.5,1.3,1.01,1.07,382,00-0026213
2014,4,1.04,Matt Forte,RB,CHI,4.2,1.5,1.02,1.08,139,00-0026184
2014,5,1.05,Calvin Johnson,WR,DET,5.5,1.6,1.01,1.11,263,00-0025389
2014,6,1.06,Peyton Manning,QB,DEN,6.3,3.2,1.01,2.05,225,00-0010346
2014,7,1.08,Demaryius Thomas,WR,DEN,8.2,1.9,1.02,2.02,263,00-0027874
2014,8,1.08,Jimmy Graham,TE,NO,8.2,2.1,1.01,2.05,303,00-0027696
2014,9,1.09,Eddie Lacy,RB,GB,9.4,4,1.01,2.08,513,00-0030485
2014,10,1.1,Montee Ball,RB,DEN,9.7,2.3,1.04,2.04,302,00-0030522
2014,11,1.1,Marshawn Lynch,RB,SEA,9.8,2.7,1.01,2.08,318,00-0025399
2014,12,1.12,Dez Bryant,WR,DAL,11.7,2.4,1.04,2.09,344,00-0027902
2014,13,2.01,DeMarco Murray,RB,DAL,13.2,2.8,1.06,2.11,264,00-0028009
2014,14,2.02,A.J. Green,WR,CIN,13.7,2.3,1.04,2.09,318,00-0027942
2014,15,2.02,Drew Brees,QB,NO,13.9,5,1.01,3.02,317,00-0020531
2014,16,2.03,Julio Jones,WR,ATL,15.1,2.2,1.05,2.1,291,00-0027944
2014,17,2.05,Brandon Marshall,WR,CHI,17.1,2.4,1.1,2.11,342,00-0024334
2014,18,2.06,Giovani Bernard,RB,CIN,17.6,3.1,1.09,3.01,296,00-0030456
2014,19,2.06,Aaron Rodgers,QB,GB,18.5,4.1,1.01,3.11,345,00-0023459
2014,20,2.07,Doug Martin,RB,TB,18.9,3,1.07,3.04,308,00-0029613
2014,21,2.08,Jordy Nelson,WR,GB,20.3,2.6,2.01,3.03,323,00-0026176
2014,22,2.1,Arian Foster,RB,HOU,22.1,4.8,1.06,3.09,244,00-0026796
2014,23,2.1,Antonio Brown,WR,PIT,22.3,3,2.01,3.08,259,00-0027793
2014,24,2.12,Alfred Morris,RB,WAS,24.2,4.1,2.02,3.1,268,00-0029141
2014,25,3.01,Andre Ellington,RB,ARI,24.9,3.9,2.01,4.09,285,00-0030287
2014,26,3.01,Alshon Jeffery,WR,CHI,25.3,3,2.05,3.12,316,00-0029137
2014,27,3.03,Julius Thomas,TE,DEN,26.6,4.5,1.09,4.02,257,00-0028067
2014,28,3.04,Randall Cobb,WR,GB,28.1,3.5,1.12,4.06,290,00-0028002
2014,29,3.05,LeVeon Bell,RB,PIT,28.7,3.9,2.02,4.03,328,00-0030496
2014,30,3.06,Zac Stacy,RB,LAR,29.8,3.8,2.03,4.05,306,00-0030536
2014,31,3.06,Rob Gronkowski,TE,NE,30,5,1.04,4.06,283,00-0027656
2014,32,3.07,Keenan Allen,WR,LAC,31.3,4,2.07,4.06,279,00-0030279
2014,33,3.09,Reggie Bush,RB,DET,32.7,4.3,1.05,4.09,291,00-0024217
2014,34,3.1,Cordarrelle Patterson,WR,MIN,34.5,4.7,2.03,5.08,259,00-0030578
2014,35,3.1,Shane Vereen,RB,NE,34.5,4.9,2.08,6.12,283,00-0027994
2014,36,3.11,Vincent Jackson,WR,TB,35.5,4.3,2.11,4.1,266,00-0023496
2014,37,3.12,Rashad Jennings,RB,NYG,36.4,4.4,1.08,4.12,272,00-0027155
2014,38,4.02,Roddy White,WR,ATL,38.4,4.4,2.1,5.03,242,00-0023462
2014,39,4.03,Toby Gerhart,RB,JAX,39.1,5,2.12,5.07,247,00-0027888
2014,40,4.03,Matthew Stafford,QB,DET,39.2,8.2,2.02,5.1,188,00-0026498
2014,41,4.04,C.J. Spiller,RB,None,39.7,5.4,2.05,5.1,252,00-0027861
2014,42,4.04,Larry Fitzgerald,WR,ARI,40.3,4.4,3.01,5.04,244,00-0022921
2014,43,4.07,Ryan Mathews,RB,LAC,42.7,5.6,3.06,7.03,234,00-0027864
2014,44,4.07,Emmanuel Sanders,WR,DEN,43,5.5,2.08,5.11,291,00-0027685
2014,45,4.07,Victor Cruz,WR,NYG,43.3,4.8,3.01,5.1,222,00-0027265
2014,46,4.09,Andre Johnson,WR,HOU,44.6,5,3.03,6.09,285,00-0022044
2014,47,4.1,Frank Gore,RB,SF,45.6,6.2,3.03,6.02,307,00-0023500
2014,48,4.11,Andrew Luck,QB,IND,47,9.1,2.01,6.1,206,00-0029668
2014,49,4.12,Pierre Garcon,WR,WAS,48.2,5.6,3.01,5.12,228,00-0026345
2014,50,5.02,Michael Floyd,WR,ARI,49.5,5.8,3.12,6.1,264,00-0029638
2014,51,5.02,Ray Rice,RB,BAL,50.3,7.4,2.04,6.05,271,00-0026195
2014,52,5.03,Joique Bell,RB,DET,51.4,6.4,3.11,7.02,297,00-0027218
2014,53,5.04,Michael Crabtree,WR,SF,52.4,5.7,3.11,6.12,282,00-0026986
2014,54,5.04,Tom Brady,QB,NE,52.4,10.1,1.09,7.08,202,00-0019596
2014,55,5.06,Ben Tate,RB,CLE,53.7,6.6,3.06,6.11,302,00-0027890
2014,56,5.08,Vernon Davis,TE,SF,55.6,8.4,2.09,7.03,159,00-0024221
2014,57,5.09,Chris Johnson,RB,NYJ,56.7,6.3,4.01,7.06,231,00-0026164
2014,58,5.09,DeSean Jackson,WR,WAS,57,5.8,3.08,6.12,227,00-0026189
2014,59,5.1,Jordan Cameron,TE,CLE,57.6,7.9,2.12,7.06,196,00-0028040
2014,60,5.11,T.Y. Hilton,WR,IND,58.7,7,3.1,7.04,251,00-0029608
2014,61,5.12,Torrey Smith,WR,BAL,59.6,6.3,4.09,7.02,270,00-0027996
2014,62,6.01,Bishop Sankey,RB,TEN,60.7,6.4,4.02,7.08,226,00-0031413
2014,63,6.02,Julian Edelman,WR,NE,62.4,7,4.04,7.06,227,00-0027150
2014,64,6.03,Matt Ryan,QB,ATL,62.6,8.2,2.1,8.09,219,00-0026143
2014,65,6.05,Maurice Jones-Drew,RB,LV,64.7,7.6,3.02,8.11,244,00-0024275
2014,66,6.05,Jeremy Maclin,WR,PHI,65.3,6.9,4.08,8.03,246,00-0026995
2014,67,6.06,Nick Foles,QB,PHI,65.6,9.7,3.07,9.02,211,00-0029567
2014,68,6.07,Trent Richardson,RB,IND,67.2,9.2,3.08,10.05,208,00-0029675
2014,69,6.08,Marques Colston,WR,NO,67.5,6.9,4.04,8.07,226,00-0024466
2014,70,6.08,Pierre Thomas,RB,NO,68.4,7.2,4.11,8.06,208,00-0024813
2014,71,6.09,Jason Witten,TE,DAL,68.6,8.2,3.02,8.06,163,00-0022127
2014,72,6.1,Wes Welker,WR,DEN,70.3,9,3.08,8.07,207,00-0022427
2014,73,7.01,Kyle Rudolph,TE,MIN,72.6,8.1,4.06,8.08,155,00-0027981
2014,74,7.01,Brandin Cooks,WR,NO,72.6,7.8,5.08,8.08,210,00-0031236
2014,75,7.01,Jay Cutler,QB,CHI,73.3,8.7,4.04,9.04,209,00-0024226
2014,76,7.03,Golden Tate,WR,DET,75.4,7.1,5.06,8.09,215,00-0027891
2014,77,7.04,Mike Wallace,WR,MIA,76.1,7.5,5.01,8.12,250,00-0026901
2014,78,7.05,Steven Jackson,RB,ATL,77,7.9,5.07,8.12,221,00-0022736
2014,79,7.06,Lamar Miller,RB,MIA,78.2,9.3,5.02,9.03,171,00-0029615
2014,80,7.09,Darren Sproles,RB,PHI,80.7,10,2.12,9.05,166,00-0023564
2014,81,7.09,Terrance Williams,WR,DAL,80.9,8,5.11,9.06,208,00-0030542
2014,82,7.11,Reggie Wayne,WR,IND,82.5,7,6.03,9.03,198,00-0020498
2014,83,7.11,Tony Romo,QB,DAL,83,9.8,5.07,11.11,200,00-0021678
2014,84,7.11,Jordan Reed,TE,WAS,83.2,9.8,5.11,10.07,153,00-0030472
2014,85,8.01,Knowshon Moreno,RB,MIA,85.1,9.3,4.05,9.08,202,00-0026988
2014,87,8.01,Kelvin Benjamin,WR,CAR,85.5,8.5,6.01,9.08,260,00-0031359
2014,88,8.03,Kendall Wright,WR,TEN,87.3,9.4,5.11,10.04,194,00-0029708
2014,89,8.03,Cam Newton,QB,CAR,87.5,10.9,5.03,10.03,175,00-0027939
2014,90,8.04,Dennis Pitta,TE,BAL,87.9,11.6,5.09,12.11,182,00-0027714
2014,91,8.04,Stevan Ridley,RB,NE,88.2,9.8,6.03,11.04,174,00-0028011
2014,92,8.06,Eric Decker,WR,NYJ,89.7,10.8,4.01,10.04,205,00-0027690
2014,93,8.06,Carlos Hyde,RB,SEA,90.2,8.7,6.04,10.01,167,00-0031045
2014,94,8.07,Greg Olsen,TE,CAR,90.6,12.5,5.03,11.07,178,00-0025418
2014,95,8.08,Bernard Pierce,RB,BAL,92.1,11.2,5.1,12.03,101,00-0029264
2014,96,8.1,Danny Woodhead,RB,LAC,94.2,9.8,5.08,10.03,119,00-0026019
2014,97,8.11,Mark Ingram,RB,NO,94.7,7.8,6.03,10.02,133,00-0027966
2014,98,8.12,Zach Ertz,TE,PHI,96.3,15.3,4.07,12.06,181,00-0030061
2014,99,9.01,Colin Kaepernick,QB,SF,96.5,13.3,4.07,11.02,199,00-0027974
2014,100,9.02,Riley Cooper,WR,PHI,97.5,10.7,3.08,10.07,153,00-0027758
2014,101,9.02,Jeremy Hill,RB,LV,97.7,10.1,5.07,11.06,200,00-0031301
2014,102,9.04,Sammy Watkins,WR,None,99.9,10.5,6.04,11.02,157,00-0031325
2014,103,9.04,Robert Griffin III,QB,WAS,100.2,13,5.01,10.11,135,00-0029665
2014,104,9.04,Justin Hunter,WR,TEN,100.3,9.3,5.12,11.01,205,00-0030521
2014,105,9.07,Philip Rivers,QB,LAC,103.1,13.3,2.12,11.08,228,00-0022942
2014,106,9.07,Devonta Freeman,RB,ATL,103.2,10.9,3.01,11.04,149,00-0031285
2014,107,9.09,Mike Evans,WR,TB,105.5,9.2,6.12,11.06,206,00-0031408
2014,108,9.1,Russell Wilson,QB,SEA,105.9,13.9,1.12,12.06,242,00-0029263
2014,109,9.1,Rueben Randle,WR,NYG,106.4,10.9,5.01,11.12,182,00-0029262
2014,111,9.12,Andre Williams,RB,NYG,108.2,8.1,8.02,11.12,121,00-0031055
2014,112,10.01,Dwayne Bowe,WR,KC,109.4,9.6,6.1,11.11,119,00-0025410
2014,113,10.04,Hakeem Nicks,WR,IND,111.7,10.1,6.05,12.02,118,00-0027005
2014,114,10.05,Anquan Boldin,WR,SF,112.7,14,5.01,11.12,104,00-0022084
2014,115,10.05,Terrance West,RB,CLE,112.8,10.2,7.04,13.03,134,00-0031375
2014,116,10.05,Steve Smith,WR,BAL,113.2,9.7,8.01,14.02,118,00-0020337
2014,117,10.06,DeAngelo Williams,RB,CAR,113.7,9,8.03,12.09,165,00-0024242
2014,119,10.1,DeAndre Hopkins,WR,HOU,117.6,11,7.12,12.05,147,00-0030564
2014,120,10.1,Martellus Bennett,TE,CHI,117.8,16.4,6.09,13.12,214,00-0026201
2014,121,10.1,Darren McFadden,RB,LV,118.2,16.7,2.01,13.01,151,00-0026144
2014,123,11.01,Andy Dalton,QB,CIN,121.3,14.6,3.01,14.1,156,00-0027973
2014,124,11.03,Markus Wheaton,WR,PIT,122.9,9.2,8.03,12.09,155,00-0030460
2014,125,11.04,Danny Amendola,WR,NE,123.7,9.3,8.11,12.09,106,00-0026035
2014,126,11.05,Jordan Matthews,WR,PHI,124.7,10,8.07,13.12,128,00-0031299
2014,127,11.05,Ben Roethlisberger,QB,PIT,125,10.9,7.06,13.02,131,00-0022924
2014,128,11.06,Ahmad Bradshaw,RB,IND,125.8,11.5,5.12,13.04,149,00-0025637
2014,129,11.06,Jarrett Boykin,WR,GB,126.1,9.6,9.01,13.04,102,00-0029051
2014,130,11.06,Khiry Robinson,RB,NO,126.4,12.4,8.07,13.1,88,00-0030348
2014,132,11.1,LeGarrette Blount,RB,PIT,129.8,10.2,9.11,13.06,137,00-0027325
2014,133,11.1,Carson Palmer,QB,ARI,129.8,10.6,7.03,13.03,104,00-0021429
2014,135,11.11,Cecil Shorts,WR,JAX,131.2,9,9.01,12.12,115,00-0028052
2014,136,11.12,Shonn Greene,RB,TEN,132.4,12.3,9.05,14.09,147,00-0026899
2014,137,12.02,Ladarius Green,TE,LAC,134.2,15.8,7.1,14.11,192,00-0029275
2014,139,12.07,Antonio Gates,TE,LAC,138.9,23.3,4.1,15.08,134,00-0021547
2014,141,12.07,Chris Ivory,RB,NYJ,139.2,13.9,9.01,15.03,123,00-0027531
2014,142,12.1,Jonathan Stewart,RB,CAR,142.2,17.3,9.04,15.12,138,00-0026153
2014,143,12.11,Heath Miller,TE,PIT,142.5,20.4,7.05,15.12,197,00-0023465
2014,145,12.12,Aaron Dobson,WR,NE,143.9,18.7,6.12,15.12,77,00-0030540
2014,146,12.12,Christine Michael,RB,SEA,143.9,13.8,9.09,15.07,98,00-0030432
2014,149,13.06,Knile Davis,RB,KC,149.8,14.8,9.03,15.08,121,00-0030280
2014,150,13.06,Charles Clay,TE,MIA,149.9,22.5,8.12,15.12,119,00-0028112
2014,151,13.06,Eric Ebron,TE,DET,150.4,18.9,9.08,15.12,103,00-0031387
2014,152,13.07,Kenny Britt,WR,LAR,150.5,16.7,9.08,15.11,88,00-0027006
2014,154,13.09,Miles Austin,WR,CLE,153.3,14.2,10.06,15.08,81,00-0023921
2014,155,13.1,Lance Dunbar,RB,DAL,153.9,13.9,10.01,15.11,81,00-0029004
2014,156,13.1,Travis Kelce,TE,KC,154.2,17.8,7.12,15.12,120,00-0030506
2014,157,13.1,Tavon Austin,WR,LAR,154.3,15,10.04,15.1,99,00-0030525
2014,158,13.11,Ronnie Hillman,RB,DEN,155.3,16.4,7.08,15.11,101,00-0029683
2014,159,14.02,Doug Baldwin,WR,SEA,157.9,17.7,9.08,15.12,76,00-0028434
2015,1,1.02,Adrian Peterson,RB,MIN,1.7,1,1.01,1.08,269,00-0025394
2015,2,1.03,LeVeon Bell,RB,PIT,3.1,1.5,1.01,1.07,255,00-0030496
2015,3,1.03,Eddie Lacy,RB,GB,3.2,1.3,1.01,1.07,301,00-0030485
2015,4,1.04,Jamaal Charles,RB,KC,3.7,1.5,1.01,1.08,304,00-0026213
2015,5,1.05,Marshawn Lynch,RB,SEA,5.2,1.4,1.01,1.1,307,00-0025399
2015,6,1.06,Antonio Brown,WR,PIT,6.4,2.9,1.01,2.08,370,00-0027793
2015,7,1.08,CJ Anderson,RB,DEN,7.8,1.9,1.03,2.04,288,00-0029854
2015,8,1.09,Dez Bryant,WR,DAL,8.8,1.9,1.02,2.03,312,00-0027902
2015,9,1.09,Julio Jones,WR,ATL,9.1,2.4,1.01,2.05,287,00-0027944
2015,10,1.09,Jeremy Hill,RB,CIN,9.4,2.2,1.04,2.04,366,00-0031301
2015,11,1.1,Andrew Luck,QB,IND,9.8,5.2,1.01,2.12,244,00-0029668
2015,12,1.12,Demaryius Thomas,WR,DEN,11.8,2.1,1.06,2.07,345,00-0027874
2015,13,1.12,Rob Gronkowski,TE,NE,11.9,3.6,1.02,2.09,357,00-0027656
2015,14,2.01,DeMarco Murray,RB,PHI,13.3,2.9,1.05,2.09,362,00-0028009
2015,15,2.02,Odell Beckham Jr,WR,NYG,14.5,2.7,1.05,2.11,411,00-0031235
2015,16,2.03,Matt Forte,RB,CHI,14.8,3.2,1.06,2.11,399,00-0026184
2015,17,2.04,Calvin Johnson,WR,DET,16.1,2.5,1.02,2.1,435,00-0025389
2015,18,2.07,Randall Cobb,WR,GB,18.7,2.4,1.12,3.01,324,00-0028002
2015,19,2.07,A.J. Green,WR,CIN,19.2,2.4,1.12,3.02,348,00-0027942
2015,20,2.07,LeSean McCoy,RB,BUF,19.2,3.5,1.03,3.05,309,00-0027029
2015,21,2.09,Justin Forsett,RB,BAL,20.6,3.5,1.09,3.07,283,00-0026373
2015,22,2.09,Aaron Rodgers,QB,GB,21.4,5,1.01,4.03,286,00-0023459
2015,23,2.09,Lamar Miller,RB,MIA,21.5,3.4,1.11,3.07,303,00-0029615
2015,24,2.12,T.Y. Hilton,WR,IND,23.9,2.8,2.03,3.07,292,00-0029608
2015,25,3.01,Brandin Cooks,WR,NO,24.6,3.3,2.01,3.1,299,00-0031236
2015,26,3.03,Frank Gore,RB,IND,26.7,3.6,2.02,3.11,303,00-0023500
2015,27,3.04,Jordan Matthews,WR,PHI,27.5,3.2,2.04,4.04,294,00-0031299
2015,28,3.04,Alshon Jeffery,WR,CHI,28.2,3.8,1.02,4.03,274,00-0029137
2015,29,3.05,Mark Ingram,RB,NO,28.6,3.6,2.03,3.12,309,00-0027966
2015,30,3.07,Mike Evans,WR,TB,30.6,3.8,2.09,4.05,292,00-0031408
2015,31,3.07,Latavius Murray,RB,LV,31,3.2,2.05,4.06,306,00-0030513
2015,32,3.08,DeAndre Hopkins,WR,HOU,31.9,4.1,1.05,4.1,302,00-0030564
2015,33,3.08,Jimmy Graham,TE,SEA,32.2,5.2,2.01,4.09,229,00-0027696
2015,34,3.1,Alfred Morris,RB,WAS,34.2,4.3,2.08,4.11,291,00-0029141
2015,35,3.11,Davante Adams,WR,GB,35.1,4.1,2.03,4.11,258,00-0031381
2015,36,3.12,Emmanuel Sanders,WR,DEN,36,5.1,2.11,4.11,282,00-0027685
2015,37,3.12,Doug Martin,RB,TB,36.1,4.7,2.02,5.04,318,00-0029613
2015,38,3.12,Carlos Hyde,RB,SF,36.3,4.5,2.11,4.11,275,00-0031045
2015,39,4.02,Arian Foster,RB,HOU,37.6,4.7,2.09,5.04,368,00-0026796
2015,40,4.03,Andre Johnson,WR,IND,39.2,4.3,2.12,5.01,286,00-0022044
2015,41,4.04,Melvin Gordon,RB,LAC,40.2,5,2.08,5.08,290,00-0032144
2015,42,4.06,Chris Ivory,RB,NYJ,41.6,5.3,2.09,5.11,327,00-0027531
2015,43,4.06,Jeremy Maclin,WR,KC,41.9,3.9,3.03,5.05,280,00-0026995
2015,44,4.07,Amari Cooper,WR,LV,43,4.2,3.03,5.08,304,00-0031544
2015,45,4.07,Peyton Manning,QB,DEN,43.3,11.6,1.03,6.1,195,00-0010346
2015,46,4.08,Ameer Abdullah,RB,DET,44,6,2.11,5.1,292,00-0032104
2015,47,4.09,Golden Tate,WR,DET,45.2,4.6,2.05,5.07,255,00-0027891
2015,48,4.1,Jonathan Stewart,RB,CAR,46,6.4,3.04,6.01,326,00-0026153
2015,49,4.11,Joseph Randle,RB,DAL,47.5,6.1,3.05,6.03,225,00-0030388
