player_id,season,games,total_snaps,offense_snaps,special_teams_snaps,started,start_rate,active_rate,healthy_rate,qual_snap_rate,total_snaps_per_game,offense_snaps_per_game,offense_snap_rate,special_teams_snaps_per_game
00-0027656,2018,16,842,838,2,11,0.69,1,1,0.81,52.62,52.38,0.75,0.12
00-0027656,2020,16,811,809,2,16,1,1,1,0.94,50.69,50.56,0.75,0.12
00-0027657,2012,16,938,0,82,16,1,1,1,0,58.62,0,0,5.12
00-0027657,2013,16,1101,0,81,16,1,1,1,0,68.81,0,0,5.06
00-0027657,2014,16,441,0,45,NA,NA,0.5,0.5,0,27.56,0,0,2.81
00-0027657,2015,16,431,0,14,2,0.12,1,1,0,26.94,0,0,0.88
00-0027657,2016,16,32,0,0,NA,NA,0.12,0.12,0,2,0,0,0
00-0027657,2017,16,232,0,0,NA,NA,0.56,0.56,0,14.5,0,0,0
00-0027658,2012,16,1232,1145,87,16,1,1,1,1,77,71.56,1,5.44
00-0027658,2013,16,1299,1198,101,16,1,1,1,1,81.19,74.88,0.99,6.31
00-0027658,2014,16,1087,1037,50,16,1,1,0.94,1,67.94,64.81,1,3.12
00-0027658,2015,16,1128,1058,70,16,1,1,0.81,1,70.5,66.12,1,4.38
00-0027658,2016,16,1083,1034,49,16,1,1,1,1,67.69,64.62,1,3.06
00-0027658,2017,16,469,397,72,5,0.31,1,1,0.38,29.31,24.81,0.37,4.5
00-0027658,2018,9,317,279,38,5,0.56,1,1,0.56,35.22,31,0.5,4.22
00-0027659,2012,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0027659,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027659,2014,16,89,89,0,1,0.06,0.94,0.94,0.06,5.56,5.56,0.08,0
00-0027659,2015,6,126,126,0,2,0.33,1,1,0.33,21,21,0.33,0
00-0027660,2012,16,830,0,121,9,0.56,1,0.81,0,51.88,0,0,7.56
00-0027660,2013,16,350,0,248,0,0,1,0.94,0,21.88,0,0,15.5
00-0027660,2014,16,171,0,113,0,0,1,1,0,10.69,0,0,7.06
00-0027661,2012,12,443,0,4,3,0.25,1,1,0,36.92,0,0,0.33
00-0027661,2013,6,27,0,20,0,0,1,1,0,4.5,0,0,3.33
00-0027661,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027662,2012,16,633,0,47,1,0.06,0.88,0.56,0,39.56,0,0,2.94
00-0027662,2013,16,1014,0,77,15,0.94,1,0.75,0,63.38,0,0,4.81
00-0027662,2014,16,1015,0,72,16,1,1,0.75,0,63.44,0,0,4.5
00-0027662,2015,16,941,0,59,16,1,1,0.75,0,58.81,0,0,3.69
00-0027662,2016,16,904,0,66,16,1,1,1,0,56.5,0,0,4.12
00-0027662,2017,16,955,0,78,16,1,1,1,0,59.69,0,0,4.88
00-0027662,2018,16,925,0,86,16,1,1,1,0,57.81,0,0,5.38
00-0027662,2019,16,827,0,72,14,0.88,0.88,0.88,0,51.69,0,0,4.5
00-0027662,2020,16,341,0,25,NA,NA,0.94,0.81,0,21.31,0,0,1.56
00-0027663,2012,6,315,0,1,6,1,1,1,0,52.5,0,0,0.17
00-0027663,2013,16,755,0,53,11,0.69,1,1,0,47.19,0,0,3.31
00-0027663,2015,16,885,0,71,14,0.88,1,1,0,55.31,0,0,4.44
00-0027663,2016,16,1051,0,74,15,0.94,1,1,0,65.69,0,0,4.62
00-0027663,2017,16,659,0,34,11,0.69,1,1,0,41.19,0,0,2.12
00-0027663,2018,16,239,0,19,5,0.31,1,1,0,14.94,0,0,1.19
00-0027663,2019,16,732,0,83,13,0.81,1,1,0,45.75,0,0,5.19
00-0027663,2020,16,207,0,27,NA,NA,0.56,0.5,0,12.94,0,0,1.69
00-0027664,2012,16,302,0,42,NA,NA,0.94,0.69,0,18.88,0,0,2.62
00-0027664,2013,16,813,0,83,10,0.62,1,0.44,0,50.81,0,0,5.19
00-0027664,2014,16,714,0,72,3,0.19,1,0.81,0,44.62,0,0,4.5
00-0027664,2015,16,822,0,88,15,0.94,1,0.69,0,51.38,0,0,5.5
00-0027665,2012,16,428,0,66,3,0.19,0.94,0.81,0,26.75,0,0,4.12
00-0027665,2013,16,273,0,38,1,0.06,0.75,0.62,0,17.06,0,0,2.38
00-0027665,2014,16,9,0,0,NA,NA,0.31,0.31,0,0.56,0,0,0
00-0027666,2012,16,167,158,9,1,0.06,1,0.81,0.06,10.44,9.88,0.16,0.56
00-0027666,2013,16,0,0,0,NA,NA,0.69,0.69,0,0,0,0,0
00-0027667,2012,16,330,273,57,0,0,1,0.94,0,20.62,17.06,0.26,3.56
00-0027667,2013,16,380,317,63,4,0.25,1,0.94,0.25,23.75,19.81,0.28,3.94
00-0027667,2014,16,451,406,45,6,0.38,0.94,0.88,0.38,28.19,25.38,0.37,2.81
00-0027667,2015,16,821,752,69,11,0.69,1,1,0.69,51.31,47,0.69,4.31
00-0027667,2016,11,600,554,46,8,0.73,1,1,0.73,54.55,50.36,0.73,4.18
00-0027667,2017,16,845,799,46,12,0.75,1,1,0.75,52.81,49.94,0.75,2.88
00-0027667,2018,16,592,563,29,9,0.56,1,1,0.56,37,35.19,0.54,1.81
00-0027668,2012,16,727,0,6,14,0.88,0.94,0.5,0,45.44,0,0,0.38
00-0027668,2013,16,746,0,59,11,0.69,1,0.62,0,46.62,0,0,3.69
00-0027668,2014,16,599,0,95,10,0.62,1,0.75,0,37.44,0,0,5.94
00-0027668,2016,16,132,1,33,0,0,1,1,0,8.25,0.06,0,2.06
00-0027669,2012,16,213,120,93,NA,NA,0.62,0.62,0.06,13.31,7.5,0.13,5.81
00-0027669,2013,16,1026,951,75,14,0.88,1,1,0.88,64.12,59.44,0.85,4.69
00-0027669,2014,16,393,0,33,4,0.25,0.75,0.75,0,24.56,0,0,2.06
00-0027669,2015,15,72,21,51,1,0.07,1,1,0,4.8,1.4,0.02,3.4
00-0027670,2012,6,68,0,65,0,0,1,1,0,11.33,0,0,10.83
00-0027670,2013,16,216,0,216,NA,NA,1,1,0,13.5,0,0,13.5
00-0027671,2012,16,266,0,77,NA,NA,0.31,0.25,0,16.62,0,0,4.81
00-0027672,2012,16,95,0,83,NA,NA,0.81,0.81,0,5.94,0,0,5.19
00-0027673,2012,16,1040,990,50,15,0.94,0.94,0.69,0.94,65,61.88,0.94,3.12
00-0027673,2013,16,723,652,71,9,0.56,0.88,0.56,0.56,45.19,40.75,0.58,4.44
00-0027673,2014,16,1006,945,61,15,0.94,0.94,0.81,0.88,62.88,59.06,0.87,3.81
00-0027673,2015,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027674,2012,16,1138,1078,60,16,1,1,0.94,1,71.12,67.38,1,3.75
00-0027674,2013,16,323,323,0,NA,NA,0.31,0.25,0.31,20.19,20.19,0.31,0
00-0027674,2014,16,1119,1059,60,16,1,1,0.81,1,69.94,66.19,1,3.75
00-0027674,2015,16,1161,1071,90,16,1,1,0.94,1,72.56,66.94,0.97,5.62
00-0027674,2016,16,610,577,33,NA,NA,0.5,0.44,0.5,38.12,36.06,0.48,2.06
00-0027674,2017,16,947,895,52,NA,NA,0.81,0.69,0.81,59.19,55.94,0.81,3.25
00-0027674,2018,16,714,704,10,12,0.75,0.75,0.69,0.62,44.62,44,0.66,0.62
00-0027674,2019,3,45,35,10,0,0,1,1,0,15,11.67,0.13,3.33
00-0027674,2020,16,0,0,0,NA,NA,1,1,0,0,0,0,0
00-0027675,2012,16,704,538,166,11,0.69,0.81,0.69,0.69,44,33.62,0.5,10.38
00-0027675,2013,16,870,629,241,14,0.88,1,0.94,0.75,54.38,39.31,0.55,15.06
00-0027675,2014,16,771,522,249,10,0.62,1,0.94,0.44,48.19,32.62,0.48,15.56
00-0027675,2015,16,835,598,237,11,0.69,1,0.88,0.81,52.19,37.38,0.54,14.81
00-0027675,2016,16,679,479,200,8,0.5,1,1,0.12,42.44,29.94,0.43,12.5
00-0027675,2017,16,1004,875,129,12,0.75,1,0.94,0.81,62.75,54.69,0.81,8.06
00-0027675,2018,16,462,364,98,NA,NA,0.62,0.62,0.31,28.88,22.75,0.33,6.12
00-0027675,2019,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027676,2012,16,1159,0,71,16,1,1,1,0,72.44,0,0,4.44
00-0027676,2013,16,943,0,88,13,0.81,0.81,0.75,0,58.94,0,0,5.5
00-0027676,2014,16,1057,0,114,15,0.94,0.94,0.88,0,66.06,0,0,7.12
00-0027676,2015,16,734,0,51,11,0.69,0.69,0.38,0,45.88,0,0,3.19
00-0027676,2016,16,1038,0,90,15,0.94,0.94,0.94,0,64.88,0,0,5.62
00-0027676,2017,16,753,0,24,12,0.75,0.75,0.69,0,47.06,0,0,1.5
00-0027676,2018,16,398,0,9,2,0.12,0.69,0.62,0,24.88,0,0,0.56
00-0027676,2019,16,404,0,27,NA,NA,0.5,0.44,0,25.25,0,0,1.69
00-0027677,2012,16,575,0,232,0,0,1,1,0,35.94,0,0,14.5
00-0027677,2013,16,180,0,16,NA,NA,0.19,0.19,0,11.25,0,0,1
00-0027677,2014,16,191,0,45,0,0,0.62,0.56,0,11.94,0,0,2.81
00-0027677,2015,16,205,0,31,NA,NA,0.69,0.69,0,12.81,0,0,1.94
00-0027678,2012,16,1095,1033,62,16,1,1,0.94,1,68.44,64.56,1,3.88
00-0027678,2013,16,1081,1013,68,16,1,1,0.88,1,67.56,63.31,0.99,4.25
00-0027678,2014,16,1197,1126,71,16,1,1,1,1,74.81,70.38,1,4.44
00-0027678,2015,16,721,644,77,8,0.5,1,1,0.5,45.06,40.25,0.57,4.81
00-0027678,2016,16,1117,1059,58,16,1,1,1,1,69.81,66.19,1,3.62
00-0027678,2017,16,1004,958,46,16,1,1,0.94,0.88,62.75,59.88,0.89,2.88
00-0027678,2019,16,489,460,29,5,0.31,1,1,0.44,30.56,28.75,0.41,1.81
00-0027679,2012,16,118,0,2,NA,NA,0.69,0.56,0,7.38,0,0,0.12
00-0027679,2013,3,46,0,0,0,0,1,1,0,15.33,0,0,0
00-0027679,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027679,2015,2,48,0,0,0,0,1,1,0,24,0,0,0
00-0027680,2012,16,1046,0,18,16,1,1,1,0,65.38,0,0,1.12
00-0027680,2013,16,1007,0,72,15,0.94,0.94,0.75,0,62.94,0,0,4.5
00-0027680,2014,16,585,1,80,NA,NA,0.75,0.69,0,36.56,0.06,0,5
00-0027680,2015,16,317,0,98,NA,NA,0.56,0.44,0,19.81,0,0,6.12
00-0027680,2016,2,32,0,32,0,0,1,1,0,16,0,0,16
00-0027681,2012,16,761,756,5,12,0.75,0.88,0.56,0.75,47.56,47.25,0.74,0.31
00-0027681,2013,16,912,907,5,16,1,1,0.94,1,57,56.69,0.89,0.31
00-0027681,2014,16,957,913,44,13,0.81,1,0.69,0.94,59.81,57.06,0.81,2.75
00-0027681,2015,16,659,659,0,NA,NA,0.69,0.56,0.69,41.19,41.19,0.6,0
00-0027681,2016,16,1011,1010,1,14,0.88,1,1,1,63.19,63.12,0.93,0.06
00-0027681,2017,16,863,863,0,15,0.94,1,0.94,1,53.94,53.94,0.89,0
00-0027681,2018,16,234,233,1,NA,NA,0.62,0.62,0.25,14.62,14.56,0.24,0.06
00-0027682,2012,16,763,0,49,12,0.75,0.75,0.62,0,47.69,0,0,3.06
00-0027682,2013,16,769,0,70,12,0.75,0.81,0.62,0,48.06,0,0,4.38
00-0027682,2014,16,800,0,94,NA,NA,0.88,0.69,0,50,0,0,5.88
00-0027682,2015,16,692,0,192,9,0.56,1,1,0,43.25,0,0,12
00-0027682,2016,15,395,1,38,5,0.33,1,1,0,26.33,0.07,0,2.53
00-0027683,2012,16,248,248,0,NA,NA,0.25,0.25,0.19,15.5,15.5,0.22,0
00-0027683,2013,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0027683,2014,16,1118,1118,0,16,1,1,1,1,69.88,69.88,0.99,0
00-0027683,2015,12,108,100,8,0,0,1,1,0.08,9,8.33,0.11,0.67
00-0027684,2012,16,462,0,65,3,0.19,1,1,0,28.88,0,0,4.06
00-0027684,2013,16,612,0,78,14,0.88,1,1,0,38.25,0,0,4.88
00-0027684,2014,16,674,0,138,4,0.25,1,1,0,42.12,0,0,8.62
00-0027684,2015,16,581,9,68,12,0.75,1,1,0,36.31,0.56,0.01,4.25
00-0027684,2016,9,370,0,62,5,0.56,1,1,0,41.11,0,0,6.89
00-0027684,2017,16,699,1,74,16,1,1,1,0,43.69,0.06,0,4.62
00-0027684,2018,16,433,3,67,12,0.75,1,1,0,27.06,0.19,0,4.19
00-0027685,2012,16,762,721,41,7,0.44,1,1,0.88,47.62,45.06,0.67,2.56
00-0027685,2013,16,818,796,22,10,0.62,1,1,0.88,51.12,49.75,0.76,1.38
00-0027685,2014,16,1011,1000,11,16,1,1,1,0.94,63.19,62.5,0.89,0.69
00-0027685,2015,16,912,859,53,15,0.94,1,1,0.88,57,53.69,0.78,3.31
00-0027685,2016,16,869,869,0,16,1,1,1,0.94,54.31,54.31,0.81,0
00-0027685,2017,16,637,635,2,11,0.69,1,1,0.62,39.81,39.69,0.56,0.12
00-0027685,2018,12,658,658,0,12,1,1,1,1,54.83,54.83,0.84,0
00-0027685,2019,10,501,501,0,9,0.9,1,1,0.8,50.1,50.1,0.8,0
00-0027685,2020,16,560,559,1,NA,NA,0.88,0.81,0.69,35,34.94,0.53,0.06
00-0027686,2012,16,457,0,24,NA,NA,0.62,0.44,0,28.56,0,0,1.5
00-0027686,2013,16,783,0,129,NA,NA,0.94,0.75,0,48.94,0,0,8.06
00-0027686,2014,16,585,0,57,2,0.12,0.94,0.94,0,36.56,0,0,3.56
00-0027686,2015,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027686,2016,16,623,0,126,14,0.88,0.94,0.88,0,38.94,0,0,7.88
00-0027686,2017,16,515,0,75,12,0.75,0.75,0.62,0,32.19,0,0,4.69
00-0027686,2018,16,834,0,101,15,0.94,0.94,0.69,0,52.12,0,0,6.31
00-0027686,2019,16,987,0,160,16,1,1,1,0,61.69,0,0,10
00-0027686,2020,16,439,0,59,NA,NA,0.56,0.56,0,27.44,0,0,3.69
00-0027687,2012,6,274,253,21,2,0.33,1,1,0.83,45.67,42.17,0.58,3.5
00-0027688,2012,16,39,39,0,0,0,0.94,0.94,0,2.44,2.44,0.04,0
00-0027688,2013,16,22,22,0,0,0,1,1,0,1.38,1.38,0.02,0
00-0027688,2014,16,240,240,0,NA,NA,0.88,0.88,0.19,15,15,0.22,0
00-0027688,2015,16,44,44,0,0,0,1,1,0.06,2.75,2.75,0.04,0
00-0027688,2016,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0027688,2017,16,4,4,0,0,0,1,1,0,0.25,0.25,0,0
00-0027688,2018,16,100,100,0,NA,NA,0.94,0.94,0.06,6.25,6.25,0.1,0
00-0027688,2019,16,59,59,0,1,0.06,1,1,0.06,3.69,3.69,0.06,0
00-0027688,2020,16,145,145,0,2,0.12,1,1,0.12,9.06,9.06,0.15,0
00-0027689,2012,16,827,0,95,14,0.88,1,1,0,51.69,0,0,5.94
00-0027689,2013,16,663,0,61,12,0.75,1,1,0,41.44,0,0,3.81
00-0027690,2012,16,1059,1048,11,15,0.94,1,0.88,1,66.19,65.5,0.92,0.69
00-0027690,2013,16,1059,1050,9,16,1,1,0.38,1,66.19,65.62,0.87,0.56
00-0027690,2014,16,815,812,3,15,0.94,0.94,0.5,0.88,50.94,50.75,0.74,0.19
00-0027690,2015,16,917,906,11,13,0.81,0.94,0.12,0.94,57.31,56.62,0.82,0.69
00-0027690,2016,16,212,211,1,NA,NA,0.19,0.19,0.19,13.25,13.19,0.18,0.06
00-0027690,2017,16,740,736,4,8,0.5,1,1,0.81,46.25,46,0.73,0.25
00-0027691,2012,16,842,837,5,15,0.94,0.94,0.75,0.94,52.62,52.31,0.78,0.31
00-0027691,2013,16,606,605,1,2,0.12,1,0.81,0.69,37.88,37.81,0.56,0.06
00-0027691,2014,16,863,693,170,4,0.25,1,1,0.94,53.94,43.31,0.66,10.62
00-0027691,2015,16,275,260,15,NA,NA,0.88,0.88,0.25,17.19,16.25,0.24,0.94
00-0027691,2016,16,393,258,135,1,0.06,1,1,0.06,24.56,16.12,0.25,8.44
00-0027691,2017,16,175,31,144,0,0,1,1,0,10.94,1.94,0.03,9
00-0027691,2018,16,372,195,177,1,0.06,1,0.94,0.12,23.25,12.19,0.2,11.06
00-0027691,2019,16,229,109,120,0,0,0.81,0.81,0,14.31,6.81,0.1,7.5
00-0027691,2020,16,193,62,131,0,0,1,0.94,0,12.06,3.88,0.06,8.19
00-0027692,2012,16,159,127,32,0,0,1,0.94,0,9.94,7.94,0.12,2
00-0027692,2013,16,11,5,6,NA,NA,0.75,0.75,0,0.69,0.31,0,0.38
00-0027693,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027693,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027694,2012,16,1092,1031,61,16,1,1,0.75,1,68.25,64.44,1,3.81
00-0027694,2013,16,778,741,37,11,0.69,0.69,0.69,0.69,48.62,46.31,0.67,2.31
00-0027694,2014,16,1003,950,53,15,0.94,1,1,0.94,62.69,59.38,0.9,3.31
00-0027694,2015,16,163,156,7,NA,NA,0.19,0.19,0.12,10.19,9.75,0.13,0.44
00-0027694,2016,16,985,916,69,14,0.88,1,1,0.81,61.56,57.25,0.84,4.31
00-0027694,2017,16,572,531,41,NA,NA,0.62,0.62,0.5,35.75,33.19,0.5,2.56
00-0027694,2018,16,292,284,8,NA,NA,0.5,0.5,0.25,18.25,17.75,0.25,0.5
00-0027695,2012,16,907,907,0,14,0.88,0.94,0.81,0.94,56.69,56.69,0.87,0
00-0027695,2013,4,9,0,9,0,0,1,1,0,2.25,0,0,2.25
00-0027695,2014,16,199,199,0,NA,NA,0.94,0.88,0.25,12.44,12.44,0.18,0
00-0027695,2015,16,157,89,68,NA,NA,0.94,0.88,0,9.81,5.56,0.08,4.25
00-0027696,2012,16,760,695,65,9,0.56,0.94,0.75,0.94,47.5,43.44,0.62,4.06
00-0027696,2013,16,774,755,16,12,0.75,1,0.69,0.88,48.38,47.19,0.67,1
00-0027696,2014,16,784,775,9,13,0.81,1,0.81,0.88,49,48.44,0.69,0.56
00-0027696,2015,16,586,571,15,NA,NA,0.69,0.69,0.69,36.62,35.69,0.54,0.94
00-0027696,2016,16,795,790,5,15,0.94,1,0.88,0.94,49.69,49.38,0.76,0.31
00-0027696,2017,16,741,730,11,13,0.81,1,0.81,1,46.31,45.62,0.69,0.69
00-0027696,2018,16,795,795,0,12,0.75,1,0.94,0.88,49.69,49.69,0.73,0
00-0027696,2019,16,641,638,3,10,0.62,1,0.88,0.75,40.06,39.88,0.58,0.19
00-0027696,2020,16,637,636,1,15,0.94,1,0.94,0.69,39.81,39.75,0.6,0.06
00-0027697,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027697,2013,16,245,0,166,0,0,0.69,0.62,0,15.31,0,0,10.38
00-0027697,2014,7,130,0,50,1,0.14,1,1,0,18.57,0,0,7.14
00-0027699,2012,16,250,105,145,1,0.06,1,1,0,15.62,6.56,0.1,9.06
00-0027699,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027699,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027700,2012,16,43,43,0,NA,NA,0.94,0.94,0,2.69,2.69,0.04,0
00-0027701,2012,16,742,0,137,1,0.06,1,0.94,0,46.38,0,0,8.56
00-0027701,2013,16,750,0,53,0,0,1,0.94,0,46.88,0,0,3.31
00-0027701,2014,16,1048,0,81,16,1,1,0.81,0,65.5,0,0,5.06
00-0027701,2015,16,921,0,56,15,0.94,1,0.62,0,57.56,0,0,3.5
00-0027701,2016,16,953,0,65,16,1,1,1,0,59.56,0,0,4.06
00-0027701,2017,16,841,0,46,15,0.94,0.94,0.88,0,52.56,0,0,2.88
00-0027701,2018,16,635,0,51,10,0.62,0.69,0.69,0,39.69,0,0,3.19
00-0027701,2019,16,916,0,53,15,0.94,1,1,0,57.25,0,0,3.31
00-0027701,2020,16,266,0,20,NA,NA,0.88,0.81,0,16.62,0,0,1.25
00-0027702,2012,16,903,898,5,16,1,1,0.94,1,56.44,56.12,0.86,0.31
00-0027702,2013,16,362,362,0,NA,NA,0.38,0.19,0.38,22.62,22.62,0.32,0
00-0027702,2014,16,857,0,69,16,1,1,0.94,0,53.56,0,0,4.31
00-0027703,2012,16,300,0,20,NA,NA,0.44,0.19,0,18.75,0,0,1.25
00-0027703,2013,16,796,0,78,8,0.5,0.94,0,0,49.75,0,0,4.88
00-0027703,2014,16,155,0,52,NA,NA,0.5,0.5,0,9.69,0,0,3.25
00-0027704,2012,16,1291,0,237,16,1,1,1,0,80.69,0,0,14.81
00-0027704,2013,16,1224,0,237,16,1,1,1,0,76.5,0,0,14.81
00-0027704,2014,16,958,0,72,14,0.88,1,1,0,59.88,0,0,4.5
00-0027704,2015,16,489,0,26,9,0.56,1,1,0,30.56,0,0,1.62
00-0027704,2016,16,629,0,1,NA,NA,0.94,0.69,0,39.31,0,0,0.06
00-0027705,2012,16,1235,0,189,16,1,1,0.81,0,77.19,0,0,11.81
00-0027705,2013,16,1161,0,158,16,1,1,0.88,0,72.56,0,0,9.88
00-0027705,2014,16,939,0,80,14,0.88,0.88,0.81,0,58.69,0,0,5
00-0027705,2015,16,715,0,137,6,0.38,1,0.94,0,44.69,0,0,8.56
00-0027705,2016,16,425,0,183,3,0.19,1,0.94,0,26.56,0,0,11.44
00-0027705,2017,16,262,0,106,2,0.12,0.94,0.88,0,16.38,0,0,6.62
00-0027707,2012,16,43,34,9,0,0,1,1,0,2.69,2.12,0.03,0.56
00-0027707,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027708,2012,16,29,4,25,NA,NA,0.88,0.81,0,1.81,0.25,0,1.56
00-0027708,2013,16,406,61,345,0,0,1,0.88,0,25.38,3.81,0.05,21.56
00-0027708,2014,16,187,3,184,0,0,0.62,0.56,0,11.69,0.19,0,11.5
00-0027708,2015,16,264,31,230,NA,NA,0.88,0.69,0,16.5,1.94,0.03,14.38
00-0027708,2016,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027709,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027709,2013,16,353,278,75,1,0.06,1,1,0.12,22.06,17.38,0.26,4.69
00-0027710,2012,16,242,0,242,NA,NA,0.75,0.56,0,15.12,0,0,15.12
00-0027710,2013,16,416,0,322,0,0,1,0.94,0,26,0,0,20.12
00-0027710,2014,16,543,0,362,0,0,1,0.88,0,33.94,0,0,22.62
00-0027710,2015,16,381,0,311,NA,NA,0.94,0.88,0,23.81,0,0,19.44
00-0027710,2016,16,401,0,368,0,0,1,1,0,25.06,0,0,23
00-0027711,2012,16,76,0,4,NA,NA,0.12,0.12,0,4.75,0,0,0.25
00-0027711,2013,16,479,0,11,NA,NA,1,0.81,0,29.94,0,0,0.69
00-0027711,2014,16,70,0,4,NA,NA,0.12,0.12,0,4.38,0,0,0.25
00-0027711,2015,16,1265,0,68,16,1,1,0.75,0,79.06,0,0,4.25
00-0027712,2012,16,183,59,122,0,0,1,1,0,11.44,3.69,0.06,7.62
00-0027712,2014,4,26,15,11,0,0,1,1,0,6.5,3.75,0.05,2.75
00-0027713,2012,16,567,565,2,10,0.62,0.62,0.06,0.5,35.44,35.31,0.46,0.12
00-0027714,2012,16,733,639,94,5,0.31,1,0.81,0.88,45.81,39.94,0.58,5.88
00-0027714,2013,16,158,158,0,NA,NA,0.25,0.19,0.06,9.88,9.88,0.14,0
00-0027714,2014,16,166,166,0,NA,NA,0.19,0.19,0.12,10.38,10.38,0.14,0
00-0027714,2015,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027714,2016,16,821,811,10,12,0.75,1,0.94,0.94,51.31,50.69,0.71,0.62
00-0027717,2012,16,36,19,17,NA,NA,0.94,0.94,0,2.25,1.19,0.02,1.06
00-0027717,2013,16,651,539,112,7,0.44,1,0.88,0.44,40.69,33.69,0.48,7
00-0027717,2014,16,244,243,1,NA,NA,0.25,0.25,0.25,15.25,15.19,0.22,0.06
00-0027717,2015,16,991,981,10,NA,NA,1,0.94,0.88,61.94,61.31,0.9,0.62
00-0027717,2016,16,983,983,0,15,0.94,0.94,0.69,0.88,61.44,61.44,0.87,0
00-0027717,2017,16,211,208,3,2,0.12,1,1,0.19,13.19,13,0.18,0.19
00-0027718,2012,16,696,611,85,9,0.56,0.94,0.88,0.81,43.5,38.19,0.54,5.31
00-0027718,2013,16,845,772,73,NA,NA,0.81,0.44,0.75,52.81,48.25,0.68,4.56
00-0027718,2014,16,577,552,25,9,0.56,0.69,0.56,0.62,36.06,34.5,0.51,1.56
00-0027718,2015,16,321,291,30,2,0.12,1,1,0.25,20.06,18.19,0.22,1.88
00-0027718,2016,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027719,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027719,2014,4,20,0,20,0,0,1,1,0,5,0,0,5
00-0027720,2012,16,790,0,5,16,1,1,1,0,49.38,0,0,0.31
00-0027720,2013,16,457,0,3,NA,NA,0.56,0.56,0,28.56,0,0,0.19
00-0027720,2014,16,746,0,6,16,1,1,0.94,0,46.62,0,0,0.38
00-0027720,2015,16,794,0,6,16,1,1,1,0,49.62,0,0,0.38
00-0027720,2016,16,781,0,2,16,1,1,1,0,48.81,0,0,0.12
00-0027720,2017,16,757,0,2,15,0.94,1,0.94,0,47.31,0,0,0.12
00-0027720,2018,16,819,0,24,16,1,1,1,0,51.19,0,0,1.5
00-0027720,2019,16,840,0,4,14,0.88,1,0.94,0,52.5,0,0,0.25
00-0027720,2020,16,120,0,1,NA,NA,0.5,0.5,0,7.5,0,0,0.06
00-0027721,2012,16,262,1,261,0,0,0.94,0.81,0,16.38,0.06,0,16.31
00-0027722,2014,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0027723,2012,16,78,0,46,0,0,0.94,0.94,0,4.88,0,0,2.88
00-0027723,2013,16,328,0,112,2,0.12,1,1,0,20.5,0,0,7
00-0027723,2014,16,345,0,57,1,0.06,1,1,0,21.56,0,0,3.56
00-0027723,2015,16,432,0,76,9,0.56,0.88,0.81,0,27,0,0,4.75
00-0027723,2016,16,292,0,44,7,0.44,1,1,0,18.25,0,0,2.75
00-0027723,2017,16,642,0,76,16,1,1,1,0,40.12,0,0,4.75
00-0027723,2018,16,0,0,0,NA,NA,0.88,0.88,0,0,0,0,0
00-0027723,2019,16,490,0,31,NA,NA,1,0.94,0,30.62,0,0,1.94
00-0027723,2020,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027725,2012,16,408,340,68,NA,NA,0.88,0.88,0.12,25.5,21.25,0.3,4.25
00-0027725,2013,16,638,358,280,7,0.44,1,1,0.19,39.88,22.38,0.34,17.5
00-0027725,2014,16,612,482,130,8,0.5,0.81,0.62,0.44,38.25,30.12,0.45,8.12
00-0027725,2015,16,563,309,254,2,0.12,0.94,0.94,0,35.19,19.31,0.29,15.88
00-0027725,2016,12,232,95,137,2,0.17,1,1,0.08,19.33,7.92,0.13,11.42
00-0027725,2017,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0027728,2012,16,6,0,6,0,0,1,1,0,0.38,0,0,0.38
00-0027728,2013,16,199,192,7,3,0.19,0.69,0.5,0.19,12.44,12,0.18,0.44
00-0027728,2014,16,255,214,41,2,0.12,1,1,0.19,15.94,13.38,0.18,2.56
00-0027728,2015,16,880,829,51,11,0.69,0.94,0.94,0.81,55,51.81,0.8,3.19
00-0027729,2013,12,203,186,17,2,0.17,1,1,0.25,16.92,15.5,0.23,1.42
