player_id,season,games,total_snaps,offense_snaps,special_teams_snaps,started,start_rate,active_rate,healthy_rate,qual_snap_rate,total_snaps_per_game,offense_snaps_per_game,offense_snap_rate,special_teams_snaps_per_game
00-0029060,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029061,2012,16,642,0,291,6,0.38,1,0.94,0,40.12,0,0,18.19
00-0029061,2013,4,79,0,79,0,0,1,1,0,19.75,0,0,19.75
00-0029061,2014,14,274,0,265,0,0,1,1,0,19.57,0,0,18.93
00-0029061,2016,16,413,0,169,NA,NA,0.75,0.75,0,25.81,0,0,10.56
00-0029061,2017,16,480,0,388,1,0.06,1,1,0,30,0,0,24.25
00-0029061,2018,16,314,0,225,1,0.06,0.88,0.88,0,19.62,0,0,14.06
00-0029061,2019,16,352,0,295,0,0,1,1,0,22,0,0,18.44
00-0029061,2020,16,275,0,259,0,0,1,1,0,17.19,0,0,16.19
00-0029063,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029065,2012,16,396,0,373,0,0,1,0.81,0,24.75,0,0,23.31
00-0029065,2013,16,324,1,318,0,0,1,1,0,20.25,0.06,0,19.88
00-0029065,2014,16,315,0,314,0,0,0.88,0.81,0,19.69,0,0,19.62
00-0029065,2015,16,527,0,358,0,0,1,0.88,0,32.94,0,0,22.38
00-0029065,2016,16,531,0,248,3,0.19,1,1,0,33.19,0,0,15.5
00-0029065,2017,16,496,1,280,3,0.19,1,0.94,0,31,0.06,0,17.5
00-0029065,2018,16,329,0,309,0,0,1,0.94,0,20.56,0,0,19.31
00-0029065,2019,16,110,0,109,NA,NA,0.81,0.81,0,6.88,0,0,6.81
00-0029065,2020,16,0,0,0,NA,NA,0.12,0.12,0,0,0,0,0
00-0029066,2012,16,470,451,19,7,0.44,1,0.94,0.56,29.38,28.19,0.42,1.19
00-0029066,2013,16,87,75,12,0,0,1,1,0.06,5.44,4.69,0.07,0.75
00-0029066,2014,11,168,168,0,1,0.09,1,1,0.18,15.27,15.27,0.2,0
00-0029066,2015,16,1042,978,64,13,0.81,1,0.94,0.81,65.12,61.12,0.83,4
00-0029067,2013,16,69,0,12,0,0,1,1,0,4.31,0,0,0.75
00-0029068,2013,16,312,141,171,3,0.19,0.75,0.69,0,19.5,8.81,0.13,10.69
00-0029068,2014,16,155,49,106,NA,NA,0.31,0.31,0,9.69,3.06,0.04,6.62
00-0029068,2015,16,352,98,254,NA,NA,0.94,0.88,0,22,6.12,0.09,15.88
00-0029068,2017,16,495,227,268,7,0.44,1,1,0,30.94,14.19,0.22,16.75
00-0029068,2018,16,391,75,316,4,0.25,1,1,0,24.44,4.69,0.08,19.75
00-0029076,2012,3,222,215,7,3,1,1,1,1,74,71.67,1,2.33
00-0029076,2013,16,844,790,54,12,0.75,1,0.81,0.75,52.75,49.38,0.74,3.38
00-0029076,2014,16,514,492,22,NA,NA,0.5,0.38,0.44,32.12,30.75,0.46,1.38
00-0029076,2015,16,353,295,58,4,0.25,1,1,0.25,22.06,18.44,0.26,3.62
00-0029076,2016,16,1072,1020,52,16,1,1,1,1,67,63.75,0.99,3.25
00-0029076,2017,16,33,0,33,0,0,0.94,0.94,0,2.06,0,0,2.06
00-0029076,2018,3,11,4,7,0,0,1,1,0,3.67,1.33,0.03,2.33
00-0029080,2012,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0029080,2013,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029080,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029080,2016,6,139,114,25,0,0,1,1,0.17,23.17,19,0.27,4.17
00-0029087,2012,16,754,0,172,6,0.38,1,0.88,0,47.12,0,0,10.75
00-0029087,2013,16,843,0,152,8,0.5,1,1,0,52.69,0,0,9.5
00-0029087,2014,16,649,0,262,3,0.19,1,1,0,40.56,0,0,16.38
00-0029087,2015,4,177,0,20,3,0.75,1,1,0,44.25,0,0,5
00-0029087,2016,16,453,0,17,NA,NA,0.62,0.62,0,28.31,0,0,1.06
00-0029087,2017,16,760,0,87,7,0.44,0.94,0.81,0,47.5,0,0,5.44
00-0029087,2018,6,142,0,54,1,0.17,1,1,0,23.67,0,0,9
00-0029091,2012,16,104,60,44,NA,NA,1,1,0,6.5,3.75,0.05,2.75
00-0029091,2013,16,897,825,72,12,0.75,1,0.94,0.75,56.06,51.56,0.75,4.5
00-0029091,2014,16,60,0,60,0,0,1,1,0,3.75,0,0,3.75
00-0029091,2015,16,123,33,90,0,0,1,1,0,7.69,2.06,0.04,5.62
00-0029091,2016,16,667,630,37,9,0.56,0.81,0.81,0.62,41.69,39.38,0.58,2.31
00-0029091,2017,16,349,299,50,2,0.12,1,1,0.31,21.81,18.69,0.3,3.12
00-0029091,2018,16,125,50,75,1,0.06,1,1,0,7.81,3.12,0.05,4.69
00-0029091,2019,11,42,27,15,1,0.09,1,1,0,3.82,2.45,0.04,1.36
00-0029096,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029098,2013,16,200,55,145,1,0.06,1,1,0,12.5,3.44,0.05,9.06
00-0029104,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029104,2014,16,204,158,46,NA,NA,0.94,0.94,0.06,12.75,9.88,0.14,2.88
00-0029104,2015,3,55,50,5,0,0,1,1,0.33,18.33,16.67,0.29,1.67
00-0029107,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029107,2013,12,219,0,118,0,0,1,1,0,18.25,0,0,9.83
00-0029107,2014,16,357,0,301,0,0,1,1,0,22.31,0,0,18.81
00-0029107,2015,16,518,0,300,3,0.19,1,1,0,32.38,0,0,18.75
00-0029107,2016,16,622,0,284,4,0.25,1,1,0,38.88,0,0,17.75
00-0029108,2013,16,57,53,4,0,0,1,1,0,3.56,3.31,0.05,0.25
00-0029110,2012,16,77,9,68,0,0,1,0.94,0,4.81,0.56,0.01,4.25
00-0029110,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029111,2012,16,234,0,16,0,0,1,0.88,0,14.62,0,0,1
00-0029111,2013,16,596,0,158,1,0.06,1,0.94,0,37.25,0,0,9.88
00-0029111,2014,16,578,0,160,NA,NA,1,0.69,0,36.12,0,0,10
00-0029111,2015,16,964,0,128,9,0.56,1,0.94,0,60.25,0,0,8
00-0029111,2016,16,302,0,57,NA,NA,0.38,0.38,0,18.88,0,0,3.56
00-0029111,2017,16,472,0,75,14,0.88,1,1,0,29.5,0,0,4.69
00-0029111,2018,16,157,0,22,NA,NA,0.44,0.38,0,9.81,0,0,1.38
00-0029112,2012,16,302,256,46,0,0,1,1,0,18.88,16,0.24,2.88
00-0029112,2014,15,481,0,26,7,0.47,1,1,0,32.07,0,0,1.73
00-0029112,2015,16,588,0,42,11,0.69,0.75,0.62,0,36.75,0,0,2.62
00-0029112,2016,16,2,0,1,NA,NA,0.06,0.06,0,0.12,0,0,0.06
00-0029112,2017,2,70,0,2,0,0,1,1,0,35,0,0,1
00-0029112,2018,16,37,0,0,NA,NA,0.75,0.75,0,2.31,0,0,0
00-0029118,2012,6,77,0,77,0,0,1,1,0,12.83,0,0,12.83
00-0029118,2013,16,368,0,304,0,0,1,1,0,23,0,0,19
00-0029118,2014,5,61,0,59,0,0,1,1,0,12.2,0,0,11.8
00-0029119,2013,7,82,41,41,0,0,1,1,0,11.71,5.86,0.09,5.86
00-0029119,2014,16,356,188,168,NA,NA,0.69,0.69,0.12,22.25,11.75,0.16,10.5
00-0029119,2015,16,505,402,103,NA,NA,0.81,0.81,0.38,31.56,25.12,0.38,6.44
00-0029119,2016,16,161,79,82,NA,NA,0.5,0.5,0,10.06,4.94,0.08,5.12
00-0029119,2017,16,431,188,243,3,0.19,0.88,0.88,0,26.94,11.75,0.18,15.19
00-0029119,2018,16,576,234,342,2,0.12,1,1,0,36,14.62,0.22,21.38
00-0029119,2019,16,523,179,344,4,0.25,1,1,0,32.69,11.19,0.17,21.5
00-0029119,2020,16,372,7,365,0,0,1,1,0,23.25,0.44,0.01,22.81
00-0029120,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029121,2014,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0029123,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029123,2013,16,158,0,158,0,0,1,1,0,9.88,0,0,9.88
00-0029123,2014,16,123,0,123,0,0,1,1,0,7.69,0,0,7.69
00-0029123,2015,16,154,0,154,0,0,1,1,0,9.62,0,0,9.62
00-0029123,2016,16,160,0,160,0,0,1,1,0,10,0,0,10
00-0029123,2017,16,129,0,129,0,0,1,0.94,0,8.06,0,0,8.06
00-0029123,2018,16,36,0,36,NA,NA,0.25,0.25,0,2.25,0,0,2.25
00-0029125,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029127,2012,16,28,26,2,0,0,1,1,0,1.75,1.62,0.03,0.12
00-0029127,2013,16,701,642,59,10,0.62,0.88,0.75,0.62,43.81,40.12,0.61,3.69
00-0029129,2012,16,588,580,8,2,0.12,1,0.88,0.62,36.75,36.25,0.54,0.5
00-0029129,2013,16,754,748,6,14,0.88,1,0.94,1,47.12,46.75,0.73,0.38
00-0029129,2014,16,86,86,0,NA,NA,0.19,0.06,0.06,5.38,5.38,0.1,0
00-0029129,2015,16,10,10,0,0,0,1,1,0,0.62,0.62,0.01,0
00-0029129,2016,16,442,252,190,2,0.12,1,1,0.19,27.62,15.75,0.24,11.88
00-0029129,2018,16,64,23,41,NA,NA,0.38,0.38,0,4,1.44,0.02,2.56
00-0029130,2012,16,643,0,206,5,0.31,1,1,0,40.19,0,0,12.88
00-0029130,2013,16,287,0,229,0,0,0.88,0.56,0,17.94,0,0,14.31
00-0029130,2015,16,206,0,151,0,0,1,1,0,12.88,0,0,9.44
00-0029130,2016,3,42,0,26,0,0,1,1,0,14,0,0,8.67
00-0029134,2012,16,150,1,149,0,0,1,1,0,9.38,0.06,0,9.31
00-0029134,2013,16,153,0,153,0,0,1,1,0,9.56,0,0,9.56
00-0029134,2014,16,144,0,144,0,0,1,1,0,9,0,0,9
00-0029134,2015,16,139,0,139,0,0,1,1,0,8.69,0,0,8.69
00-0029134,2016,16,146,0,146,0,0,1,1,0,9.12,0,0,9.12
00-0029134,2017,16,152,0,152,0,0,1,1,0,9.5,0,0,9.5
00-0029134,2018,16,139,0,139,0,0,1,1,0,8.69,0,0,8.69
00-0029134,2019,16,154,0,154,0,0,1,1,0,9.62,0,0,9.62
00-0029134,2020,7,61,0,61,0,0,1,1,0,8.71,0,0,8.71
00-0029135,2013,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0029137,2012,16,434,431,3,6,0.38,0.62,0.44,0.56,27.12,26.94,0.41,0.19
00-0029137,2013,16,965,962,3,14,0.88,1,0.94,1,60.31,60.12,0.91,0.19
00-0029137,2014,16,957,956,1,16,1,1,0.75,0.94,59.81,59.75,0.91,0.06
00-0029137,2015,16,506,506,0,NA,NA,0.56,0.25,0.5,31.62,31.62,0.46,0
00-0029137,2016,12,694,692,2,12,1,1,1,1,57.83,57.67,0.93,0.17
00-0029137,2017,16,929,927,0,16,1,1,0.94,0.94,58.06,57.94,0.81,0
00-0029137,2018,16,771,771,0,13,0.81,0.81,0.75,0.81,48.19,48.19,0.74,0
00-0029137,2019,16,504,504,0,NA,NA,0.62,0.62,0.5,31.5,31.5,0.44,0
00-0029137,2020,16,202,202,0,2,0.12,0.5,0.5,0.12,12.62,12.62,0.18,0
00-0029138,2012,7,0,0,0,0,0,1,1,0,0,0,0,0
00-0029138,2013,16,263,3,34,3,0.19,1,1,0,16.44,0.19,0,2.12
00-0029138,2014,16,28,0,5,0,0,1,1,0,1.75,0,0,0.31
00-0029139,2012,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029139,2013,16,111,17,94,0,0,1,1,0,6.94,1.06,0.01,5.88
00-0029139,2014,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0029139,2015,5,9,9,0,0,0,1,1,0,1.8,1.8,0.02,0
00-0029139,2016,16,81,70,11,NA,NA,1,0.88,0.06,5.06,4.38,0.07,0.69
00-0029139,2017,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0029140,2012,16,304,149,155,0,0,1,0.94,0,19,9.31,0.14,9.69
00-0029140,2013,16,29,5,24,NA,NA,0.81,0.75,0,1.81,0.31,0,1.5
00-0029141,2012,16,728,728,0,16,1,1,1,0.94,45.5,45.5,0.72,0
00-0029141,2013,16,607,605,2,16,1,1,1,0.5,37.94,37.81,0.53,0.12
00-0029141,2014,16,595,595,0,16,1,1,1,0.75,37.19,37.19,0.56,0
00-0029141,2015,16,394,385,9,16,1,1,1,0.19,24.62,24.06,0.35,0.56
00-0029141,2016,16,133,130,3,0,0,1,1,0,8.31,8.12,0.12,0.19
00-0029141,2017,16,205,204,1,5,0.31,1,1,0.12,12.81,12.75,0.2,0.06
00-0029141,2018,16,250,250,0,1,0.06,1,1,0.12,15.62,15.62,0.23,0
00-0029141,2019,2,3,3,0,0,0,1,1,0,1.5,1.5,0.03,0
00-0029141,2020,9,111,111,0,0,0,1,1,0,12.33,12.33,0.19,0
00-0029142,2012,16,17,0,10,NA,NA,0.94,0.94,0,1.06,0,0,0.62
00-0029142,2013,16,558,0,205,2,0.12,1,0.88,0,34.88,0,0,12.81
00-0029142,2015,16,223,0,221,0,0,0.81,0.75,0,13.94,0,0,13.81
00-0029142,2016,2,108,0,33,0,0,1,1,0,54,0,0,16.5
00-0029143,2012,16,223,0,206,0,0,1,0.88,0,13.94,0,0,12.88
00-0029143,2013,16,394,0,333,0,0,1,1,0,24.62,0,0,20.81
00-0029143,2014,2,43,0,30,0,0,1,1,0,21.5,0,0,15
00-0029143,2015,16,330,0,98,NA,NA,1,1,0,20.62,0,0,6.12
00-0029144,2012,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0029144,2013,16,70,10,60,0,0,1,1,0,4.38,0.62,0.01,3.75
00-0029144,2014,16,708,651,57,9,0.56,1,1,0.56,44.25,40.69,0.62,3.56
00-0029144,2015,16,306,210,96,1,0.06,1,1,0.06,19.12,13.12,0.2,6
00-0029144,2016,16,228,69,159,0,0,1,1,0.06,14.25,4.31,0.06,9.94
00-0029144,2017,16,375,342,33,5,0.31,0.69,0.69,0.31,23.44,21.38,0.34,2.06
00-0029144,2018,16,883,837,46,14,0.88,0.88,0.75,0.81,55.19,52.31,0.79,2.88
00-0029144,2019,16,415,367,48,NA,NA,0.88,0.88,0.31,25.94,22.94,0.34,3
00-0029144,2020,16,172,148,24,NA,NA,0.75,0.69,0.19,10.75,9.25,0.15,1.5
00-0029145,2012,16,3,0,3,0,0,1,1,0,0.19,0,0,0.19
00-0029145,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029146,2012,16,400,295,105,3,0.19,1,1,0.25,25,18.44,0.28,6.56
00-0029146,2013,16,1082,952,130,15,0.94,0.94,0.69,0.94,67.62,59.5,0.93,8.12
00-0029146,2014,16,1189,1053,136,16,1,1,0.88,1,74.31,65.81,1,8.5
00-0029146,2015,16,1074,1006,68,15,0.94,0.94,0.88,0.94,67.12,62.88,0.94,4.25
00-0029146,2016,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029146,2017,16,956,903,53,NA,NA,0.88,0.69,0.81,59.75,56.44,0.83,3.31
00-0029146,2018,16,1017,948,69,15,0.94,0.94,0.94,0.88,63.56,59.25,0.89,4.31
00-0029146,2019,16,1091,1018,73,16,1,1,1,1,68.19,63.62,0.95,4.56
00-0029146,2020,16,699,644,55,NA,NA,0.81,0.75,0.62,43.69,40.25,0.57,3.44
00-0029148,2012,5,7,0,7,0,0,1,1,0,1.4,0,0,1.4
00-0029151,2013,16,66,66,0,0,0,0.94,0.94,0.06,4.12,4.12,0.07,0
00-0029151,2014,8,11,11,0,0,0,1,1,0,1.38,1.38,0.02,0
00-0029151,2019,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029155,2012,2,25,13,12,1,0.5,1,1,0,12.5,6.5,0.08,6
00-0029155,2013,16,577,576,1,6,0.38,0.69,0.44,0.56,36.06,36,0.54,0.06
00-0029155,2014,11,126,101,25,1,0.09,1,1,0,11.45,9.18,0.15,2.27
00-0029159,2012,8,172,80,92,1,0.12,1,1,0,21.5,10,0.16,11.5
00-0029159,2013,16,621,469,152,5,0.31,0.94,0.81,0.44,38.81,29.31,0.47,9.5
00-0029159,2014,16,901,792,109,14,0.88,0.94,0.88,0.88,56.31,49.5,0.75,6.81
00-0029159,2015,16,817,771,46,16,1,1,0.94,1,51.06,48.19,0.71,2.88
00-0029159,2016,16,847,828,19,15,0.94,1,1,1,52.94,51.75,0.78,1.19
00-0029159,2017,16,884,880,4,14,0.88,1,1,1,55.25,55,0.85,0.25
00-0029159,2018,16,628,626,2,9,0.56,0.88,0.88,0.81,39.25,39.12,0.62,0.12
00-0029159,2019,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029163,2012,7,154,0,93,0,0,1,1,0,22,0,0,13.29
00-0029164,2013,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0029164,2014,8,357,357,0,5,0.62,1,1,0.62,44.62,44.62,0.62,0
00-0029164,2015,16,1198,1102,96,16,1,1,1,1,74.88,68.88,1,6
00-0029164,2016,16,1180,1107,73,16,1,1,1,1,73.75,69.19,1,4.56
00-0029164,2017,16,724,678,46,11,0.69,0.69,0.69,0.62,45.25,42.38,0.62,2.88
00-0029164,2018,16,1081,1048,33,16,1,1,0.88,1,67.56,65.5,1,2.06
00-0029164,2019,16,929,881,48,14,0.88,0.88,0.88,0.81,58.06,55.06,0.83,3
00-0029164,2020,16,762,709,53,10,0.62,0.88,0.81,0.69,47.62,44.31,0.65,3.31
00-0029165,2013,16,463,0,85,2,0.12,1,1,0,28.94,0,0,5.31
00-0029165,2014,16,563,0,143,2,0.12,1,0.75,0,35.19,0,0,8.94
00-0029165,2015,16,426,0,135,1,0.06,1,0.81,0,26.62,0,0,8.44
00-0029165,2016,16,135,0,49,0,0,1,1,0,8.44,0,0,3.06
00-0029166,2012,11,141,133,8,2,0.18,1,1,0.18,12.82,12.09,0.19,0.73
00-0029166,2013,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0029168,2013,14,51,11,40,0,0,1,1,0,3.64,0.79,0.01,2.86
00-0029168,2014,16,190,40,150,0,0,1,1,0,11.88,2.5,0.04,9.38
00-0029168,2015,7,3,0,3,0,0,1,1,0,0.43,0,0,0.43
00-0029169,2013,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029170,2013,16,228,0,145,1,0.06,1,1,0,14.25,0,0,9.06
00-0029177,2013,16,200,189,11,NA,NA,0.25,0.12,0.19,12.5,11.81,0.2,0.69
00-0029177,2014,16,104,0,87,NA,NA,0.31,0,0,6.5,0,0,5.44
00-0029183,2012,16,18,6,12,NA,NA,0.44,0.44,0,1.12,0.38,0.01,0.75
00-0029183,2013,16,143,46,97,NA,NA,1,0.81,0,8.94,2.88,0.04,6.06
00-0029187,2012,16,445,320,125,4,0.25,1,0.94,0.31,27.81,20,0.29,7.81
00-0029187,2013,16,1036,964,72,14,0.88,0.88,0.88,0.88,64.75,60.25,0.86,4.5
00-0029187,2014,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029187,2015,16,531,423,108,5,0.31,1,1,0.31,33.19,26.44,0.36,6.75
00-0029187,2016,16,219,145,74,1,0.06,1,0.94,0.12,13.69,9.06,0.12,4.62
00-0029187,2017,16,140,129,11,NA,NA,0.94,0.94,0.12,8.75,8.06,0.13,0.69
00-0029188,2012,16,0,0,0,NA,NA,0.44,0.44,0,0,0,0,0
00-0029191,2012,4,0,0,0,0,0,1,1,0,0,0,0,0
00-0029191,2013,5,90,0,82,0,0,1,1,0,18,0,0,16.4
00-0029191,2014,16,411,1,322,1,0.06,1,0.94,0,25.69,0.06,0,20.12
00-0029191,2015,16,907,0,291,6,0.38,1,0.88,0,56.69,0,0,18.19
00-0029191,2016,16,971,0,53,15,0.94,0.94,0.94,0,60.69,0,0,3.31
00-0029191,2017,16,46,0,46,NA,NA,0.12,0.12,0,2.88,0,0,2.88
00-0029191,2018,16,413,0,166,NA,NA,0.94,0.94,0,25.81,0,0,10.38
00-0029193,2012,16,496,0,62,0,0,1,1,0,31,0,0,3.88
00-0029193,2013,16,508,0,9,NA,NA,1,0.81,0,31.75,0,0,0.56
00-0029193,2014,16,696,0,4,13,0.81,0.94,0.81,0,43.5,0,0,0.25
00-0029193,2015,16,735,0,25,12,0.75,0.94,0.81,0,45.94,0,0,1.56
00-0029193,2016,16,1003,0,76,16,1,1,1,0,62.69,0,0,4.75
00-0029193,2017,16,896,0,16,16,1,1,0.94,0,56,0,0,1
00-0029193,2018,8,220,0,0,3,0.38,1,1,0,27.5,0,0,0
00-0029193,2019,16,671,0,48,12,0.75,0.81,0.75,0,41.94,0,0,3
00-0029193,2020,16,129,0,8,NA,NA,0.12,0.12,0,8.06,0,0,0.5
00-0029195,2012,16,81,0,4,0,0,1,1,0,5.06,0,0,0.25
00-0029201,2012,11,110,0,95,0,0,1,1,0,10,0,0,8.64
00-0029201,2013,6,278,0,124,0,0,1,1,0,46.33,0,0,20.67
00-0029201,2014,16,440,0,321,0,0,1,1,0,27.5,0,0,20.06
00-0029201,2015,5,98,0,50,1,0.2,1,1,0,19.6,0,0,10
00-0029202,2012,16,528,488,40,NA,NA,0.62,0.62,0.5,33,30.5,0.45,2.5
00-0029202,2013,16,548,480,68,10,0.62,1,0.81,0.38,34.25,30,0.46,4.25
00-0029202,2014,16,447,366,81,4,0.25,1,1,0.31,27.94,22.88,0.31,5.06
00-0029202,2015,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029202,2016,16,139,97,42,NA,NA,0.75,0.75,0.12,8.69,6.06,0.1,2.62
00-0029203,2012,16,84,15,69,NA,NA,0.75,0.75,0,5.25,0.94,0.01,4.31
00-0029203,2014,16,410,404,6,4,0.25,1,1,0.38,25.62,25.25,0.34,0.38
00-0029203,2015,16,5,0,5,NA,NA,0.06,0.06,0,0.31,0,0,0.31
00-0029204,2012,5,117,114,3,0,0,1,1,0.2,23.4,22.8,0.31,0.6
00-0029205,2012,16,213,28,185,0,0,0.94,0.88,0,13.31,1.75,0.03,11.56
00-0029205,2013,16,200,11,189,0,0,1,0.94,0,12.5,0.69,0.01,11.81
00-0029205,2014,16,363,205,158,1,0.06,1,0.81,0,22.69,12.81,0.18,9.88
00-0029205,2015,2,65,54,11,1,0.5,1,1,0,32.5,27,0.38,5.5
00-0029205,2016,16,511,247,264,1,0.06,0.94,0.88,0,31.94,15.44,0.22,16.5
00-0029205,2017,16,144,103,41,NA,NA,0.94,0.94,0,9,6.44,0.1,2.56
00-0029205,2018,7,33,24,9,0,0,1,1,0,4.71,3.43,0.05,1.29
00-0029207,2012,3,62,0,62,0,0,1,1,0,20.67,0,0,20.67
00-0029208,2012,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029208,2013,16,131,0,12,0,0,1,1,0,8.19,0,0,0.75
00-0029208,2014,16,382,0,78,1,0.06,1,1,0,23.88,0,0,4.88
00-0029208,2015,4,200,0,22,4,1,1,1,0,50,0,0,5.5
00-0029208,2016,16,395,0,45,8,0.5,1,1,0,24.69,0,0,2.81
00-0029208,2017,16,393,0,85,4,0.25,1,1,0,24.56,0,0,5.31
00-0029209,2012,16,284,278,6,NA,NA,0.75,0.69,0.19,17.75,17.38,0.23,0.38
00-0029209,2013,16,192,187,5,NA,NA,0.5,0.5,0.19,12,11.69,0.16,0.31
00-0029209,2014,16,36,34,2,0,0,1,1,0,2.25,2.12,0.03,0.12
00-0029210,2012,16,96,0,95,0,0,0.88,0.88,0,6,0,0,5.94
00-0029211,2012,16,765,0,179,0,0,1,0.88,0,47.81,0,0,11.19
00-0029211,2013,12,370,0,179,2,0.17,1,1,0,30.83,0,0,14.92
00-0029212,2012,16,277,0,277,0,0,1,1,0,17.31,0,0,17.31
00-0029212,2013,16,313,0,312,0,0,1,1,0,19.56,0,0,19.5
00-0029212,2014,16,900,0,178,15,0.94,1,0.94,0,56.25,0,0,11.12
00-0029212,2015,16,865,0,277,8,0.5,1,0.88,0,54.06,0,0,17.31
00-0029212,2016,16,998,0,65,15,0.94,0.94,0.81,0,62.38,0,0,4.06
00-0029212,2017,16,1033,0,83,16,1,1,0.94,0,64.56,0,0,5.19
00-0029212,2018,16,1114,0,89,16,1,1,1,0,69.62,0,0,5.56
00-0029212,2019,16,1021,0,60,16,1,1,1,0,63.81,0,0,3.75
00-0029212,2020,16,450,0,52,10,0.62,0.94,0.81,0,28.12,0,0,3.25
00-0029213,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029213,2013,16,89,0,25,NA,NA,0.31,0.31,0,5.56,0,0,1.56
00-0029213,2014,2,0,0,0,0,0,1,1,0,0,0,0,0
00-0029214,2012,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029214,2013,16,263,0,105,NA,NA,1,0.88,0,16.44,0,0,6.56
00-0029214,2014,16,125,0,121,0,0,1,1,0,7.81,0,0,7.56
00-0029215,2012,16,95,0,95,0,0,1,0.88,0,5.94,0,0,5.94
00-0029215,2013,16,1055,0,23,16,1,1,0.94,0,65.94,0,0,1.44
00-0029215,2014,16,1120,0,5,16,1,1,0.75,0,70,0,0,0.31
00-0029215,2015,16,652,0,7,12,0.75,0.75,0.5,0,40.75,0,0,0.44
00-0029215,2016,16,1165,0,115,16,1,1,1,0,72.81,0,0,7.19
00-0029215,2017,16,1124,0,132,16,1,1,0.94,0,70.25,0,0,8.25
00-0029215,2018,16,354,0,238,3,0.19,1,1,0,22.12,0,0,14.88
00-0029215,2020,16,53,0,8,NA,NA,0.38,0.38,0,3.31,0,0,0.5
00-0029216,2012,16,495,0,99,5,0.31,0.94,0.94,0,30.94,0,0,6.19
00-0029216,2013,16,186,0,38,2,0.12,0.88,0.88,0,11.62,0,0,2.38
00-0029217,2012,16,232,0,229,0,0,0.81,0.75,0,14.5,0,0,14.31
00-0029217,2013,16,0,0,0,NA,NA,1,0.94,0,0,0,0,0
00-0029217,2014,16,37,0,36,NA,NA,0.12,0.12,0,2.31,0,0,2.25
00-0029217,2015,16,467,0,328,4,0.25,0.94,0.81,0,29.19,0,0,20.5
00-0029218,2012,16,595,312,283,5,0.31,1,1,0.06,37.19,19.5,0.3,17.69
00-0029218,2013,16,446,188,258,4,0.25,1,1,0.19,27.88,11.75,0.2,16.12
00-0029220,2012,2,17,0,17,0,0,1,1,0,8.5,0,0,8.5
00-0029220,2014,6,201,0,11,3,0.5,1,1,0,33.5,0,0,1.83
00-0029221,2013,5,3,0,3,0,0,1,1,0,0.6,0,0,0.6
00-0029221,2014,5,0,0,0,0,0,1,1,0,0,0,0,0
00-0029227,2013,16,145,145,0,NA,NA,0.88,0.81,0.12,9.06,9.06,0.13,0
00-0029234,2012,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029234,2013,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029234,2014,16,0,0,0,0,0,1,1,0,0,0,0,0
00-0029234,2015,11,167,167,0,2,0.18,1,1,0.27,15.18,15.18,0.25,0
00-0029234,2016,16,0,0,0,NA,NA,0,0,0,0,0,0,0
00-0029234,2017,6,0,0,0,0,0,1,1,0,0,0,0,0
00-0029239,2012,16,264,99,165,NA,NA,0.81,0.62,0,16.5,6.19,0.08,10.31
00-0029239,2013,16,418,266,152,2,0.12,0.81,0.38,0.12,26.12,16.62,0.23,9.5
00-0029239,2014,16,357,72,285,2,0.12,1,1,0,22.31,4.5,0.06,17.81
00-0029239,2015,16,455,191,264,2,0.12,0.94,0.88,0.06,28.44,11.94,0.18,16.5
00-0029239,2016,16,277,13,264,0,0,0.88,0.75,0,17.31,0.81,0.01,16.5
