season,week,location,team,opponent,final_score,spread_line,team_coach,opponent_coach,game_id
1999,10,Away,SF,NO,6-24,1,Steve Mariucci,Mike Ditka,1999_10_SF_NO
1999,10,Home,NO,SF,24-6,-1,Mike Ditka,Steve Mariucci,1999_10_SF_NO
1999,10,Away,TEN,CIN,24-14,10,Jeff Fisher,Bruce Coslet,1999_10_TEN_CIN
1999,10,Home,CIN,TEN,14-24,-10,Bruce Coslet,Jeff Fisher,1999_10_TEN_CIN
1999,10,Away,WAS,PHI,28-35,6,Norv Turner,Andy Reid,1999_10_WAS_PHI
1999,10,Home,PHI,WAS,35-28,-6,Andy Reid,Norv Turner,1999_10_WAS_PHI
1999,10,Away,BAL,JAX,3-6,-13,Brian Billick,Tom Coughlin,1999_10_BAL_JAX
1999,10,Home,JAX,BAL,6-3,13,Tom Coughlin,Brian Billick,1999_10_BAL_JAX
1999,10,Away,LAC,LV,9-28,-7,Mike Riley,Jon Gruden,1999_10_SD_OAK
1999,10,Home,LV,LAC,28-9,7,Jon Gruden,Mike Riley,1999_10_SD_OAK
1999,10,Away,DET,ARI,19-23,5.5,Bobby Ross,Vince Tobin,1999_10_DET_ARI
1999,10,Home,ARI,DET,23-19,-5.5,Vince Tobin,Bobby Ross,1999_10_DET_ARI
1999,10,Away,GB,DAL,13-27,3,Ray Rhodes,Chan Gailey,1999_10_GB_DAL
1999,10,Home,DAL,GB,27-13,-3,Chan Gailey,Ray Rhodes,1999_10_GB_DAL
1999,10,Away,DEN,SEA,17-20,-5.5,Mike Shanahan,Mike Holmgren,1999_10_DEN_SEA
1999,10,Home,SEA,DEN,20-17,5.5,Mike Holmgren,Mike Shanahan,1999_10_DEN_SEA
1999,10,Away,NYJ,NE,24-17,-6,Bill Parcells,Pete Carroll,1999_10_NYJ_NE
1999,10,Home,NE,NYJ,17-24,6,Pete Carroll,Bill Parcells,1999_10_NYJ_NE
1999,11,Away,ATL,TB,10-19,-7,Dan Reeves,Tony Dungy,1999_11_ATL_TB
1999,11,Home,TB,ATL,19-10,7,Tony Dungy,Dan Reeves,1999_11_ATL_TB
1999,11,Away,BUF,NYJ,7-17,2.5,Wade Phillips,Bill Parcells,1999_11_BUF_NYJ
1999,11,Home,NYJ,BUF,17-7,-2.5,Bill Parcells,Wade Phillips,1999_11_BUF_NYJ
1999,11,Away,CAR,CLE,31-17,5.5,George Seifert,Chris Palmer,1999_11_CAR_CLE
1999,11,Home,CLE,CAR,17-31,-5.5,Chris Palmer,George Seifert,1999_11_CAR_CLE
1999,11,Away,DET,GB,17-26,-4,Bobby Ross,Ray Rhodes,1999_11_DET_GB
1999,11,Home,GB,DET,26-17,4,Ray Rhodes,Bobby Ross,1999_11_DET_GB
1999,11,Away,IND,PHI,44-17,7,Jim Mora,Andy Reid,1999_11_IND_PHI
1999,11,Home,PHI,IND,17-44,-7,Andy Reid,Jim Mora,1999_11_IND_PHI
1999,11,Away,NE,MIA,17-27,-3.5,Pete Carroll,Jimmy Johnson,1999_11_NE_MIA
1999,11,Home,MIA,NE,27-17,3.5,Jimmy Johnson,Pete Carroll,1999_11_NE_MIA
1999,11,Away,PIT,TEN,10-16,-5.5,Bill Cowher,Jeff Fisher,1999_11_PIT_TEN
1999,11,Home,TEN,PIT,16-10,5.5,Jeff Fisher,Bill Cowher,1999_11_PIT_TEN
1999,11,Away,SEA,KC,31-19,-3,Mike Holmgren,Gunther Cunningham,1999_11_SEA_KC
1999,11,Home,KC,SEA,19-31,3,Gunther Cunningham,Mike Holmgren,1999_11_SEA_KC
1999,11,Away,BAL,CIN,34-31,5,Brian Billick,Bruce Coslet,1999_11_BAL_CIN
1999,11,Home,CIN,BAL,31-34,-5,Bruce Coslet,Brian Billick,1999_11_BAL_CIN
1999,11,Away,CHI,LAC,23-20,-0,Dick Jauron,Mike Riley,1999_11_CHI_SD
1999,11,Home,LAC,CHI,20-23,0,Mike Riley,Dick Jauron,1999_11_CHI_SD
1999,11,Away,DAL,ARI,9-13,1.5,Chan Gailey,Vince Tobin,1999_11_DAL_ARI
1999,11,Home,ARI,DAL,13-9,-1.5,Vince Tobin,Chan Gailey,1999_11_DAL_ARI
1999,11,Away,NYG,WAS,13-23,-5.5,Jim Fassel,Norv Turner,1999_11_NYG_WAS
1999,11,Home,WAS,NYG,23-13,5.5,Norv Turner,Jim Fassel,1999_11_NYG_WAS
1999,11,Away,LA,SF,23-7,7.5,Dick Vermeil,Steve Mariucci,1999_11_STL_SF
1999,11,Home,SF,LA,7-23,-7.5,Steve Mariucci,Dick Vermeil,1999_11_STL_SF
1999,11,Away,NO,JAX,23-41,-12.5,Mike Ditka,Tom Coughlin,1999_11_NO_JAX
1999,11,Home,JAX,NO,41-23,12.5,Tom Coughlin,Mike Ditka,1999_11_NO_JAX
1999,11,Away,LV,DEN,21-27,-1.5,Jon Gruden,Mike Shanahan,1999_11_OAK_DEN
1999,11,Home,DEN,LV,27-21,1.5,Mike Shanahan,Jon Gruden,1999_11_OAK_DEN
1999,12,Away,CHI,DET,17-21,-6,Dick Jauron,Bobby Ross,1999_12_CHI_DET
1999,12,Home,DET,CHI,21-17,6,Bobby Ross,Dick Jauron,1999_12_CHI_DET
1999,12,Away,MIA,DAL,0-20,-1.5,Jimmy Johnson,Chan Gailey,1999_12_MIA_DAL
1999,12,Home,DAL,MIA,20-0,1.5,Chan Gailey,Jimmy Johnson,1999_12_MIA_DAL
1999,12,Away,ARI,NYG,34-24,-4.5,Vince Tobin,Jim Fassel,1999_12_ARI_NYG
1999,12,Home,NYG,ARI,24-34,4.5,Jim Fassel,Vince Tobin,1999_12_ARI_NYG
1999,12,Away,CIN,PIT,27-20,-11,Bruce Coslet,Bill Cowher,1999_12_CIN_PIT
1999,12,Home,PIT,CIN,20-27,11,Bill Cowher,Bruce Coslet,1999_12_CIN_PIT
1999,12,Away,JAX,BAL,30-23,7,Tom Coughlin,Brian Billick,1999_12_JAX_BAL
1999,12,Home,BAL,JAX,23-30,-7,Brian Billick,Tom Coughlin,1999_12_JAX_BAL
1999,12,Away,NE,BUF,7-17,-4,Pete Carroll,Wade Phillips,1999_12_NE_BUF
1999,12,Home,BUF,NE,17-7,4,Wade Phillips,Pete Carroll,1999_12_NE_BUF
1999,12,Away,NO,LA,12-43,-14,Mike Ditka,Dick Vermeil,1999_12_NO_STL
1999,12,Home,LA,NO,43-12,14,Dick Vermeil,Mike Ditka,1999_12_NO_STL
1999,12,Away,PHI,WAS,17-20,-10,Andy Reid,Norv Turner,1999_12_PHI_WAS
1999,12,Home,WAS,PHI,20-17,10,Norv Turner,Andy Reid,1999_12_PHI_WAS
1999,12,Away,LAC,MIN,27-35,-13.5,Mike Riley,Dennis Green,1999_12_SD_MIN
1999,12,Home,MIN,LAC,35-27,13.5,Dennis Green,Mike Riley,1999_12_SD_MIN
1999,12,Away,TEN,CLE,33-21,10.5,Jeff Fisher,Chris Palmer,1999_12_TEN_CLE
1999,12,Home,CLE,TEN,21-33,-10.5,Chris Palmer,Jeff Fisher,1999_12_TEN_CLE
1999,12,Away,TB,SEA,16-3,-6,Tony Dungy,Mike Holmgren,1999_12_TB_SEA
1999,12,Home,SEA,TB,3-16,6,Mike Holmgren,Tony Dungy,1999_12_TB_SEA
1999,12,Away,KC,LV,37-34,-3.5,Gunther Cunningham,Jon Gruden,1999_12_KC_OAK
1999,12,Home,LV,KC,34-37,3.5,Jon Gruden,Gunther Cunningham,1999_12_KC_OAK
1999,12,Away,NYJ,IND,6-13,-7,Bill Parcells,Jim Mora,1999_12_NYJ_IND
1999,12,Home,IND,NYJ,13-6,7,Jim Mora,Bill Parcells,1999_12_NYJ_IND
1999,12,Away,ATL,CAR,28-34,-4.5,Dan Reeves,George Seifert,1999_12_ATL_CAR
1999,12,Home,CAR,ATL,34-28,4.5,George Seifert,Dan Reeves,1999_12_ATL_CAR
1999,12,Away,GB,SF,20-3,6,Ray Rhodes,Steve Mariucci,1999_12_GB_SF
1999,12,Home,SF,GB,3-20,-6,Steve Mariucci,Ray Rhodes,1999_12_GB_SF
1999,13,Away,PIT,JAX,6-20,-10.5,Bill Cowher,Tom Coughlin,1999_13_PIT_JAX
1999,13,Home,JAX,PIT,20-6,10.5,Tom Coughlin,Bill Cowher,1999_13_PIT_JAX
1999,13,Away,LA,CAR,34-21,7,Dick Vermeil,George Seifert,1999_13_STL_CAR
1999,13,Home,CAR,LA,21-34,-7,George Seifert,Dick Vermeil,1999_13_STL_CAR
1999,13,Away,SF,CIN,30-44,-3,Steve Mariucci,Bruce Coslet,1999_13_SF_CIN
1999,13,Home,CIN,SF,44-30,3,Bruce Coslet,Steve Mariucci,1999_13_SF_CIN
1999,13,Away,TEN,BAL,14-41,3.5,Jeff Fisher,Brian Billick,1999_13_TEN_BAL
1999,13,Home,BAL,TEN,41-14,-3.5,Brian Billick,Jeff Fisher,1999_13_TEN_BAL
1999,13,Away,WAS,DET,17-33,-3.5,Norv Turner,Bobby Ross,1999_13_WAS_DET
1999,13,Home,DET,WAS,33-17,3.5,Bobby Ross,Norv Turner,1999_13_WAS_DET
1999,13,Away,PHI,ARI,17-21,-7,Andy Reid,Vince Tobin,1999_13_PHI_ARI
1999,13,Home,ARI,PHI,21-17,7,Vince Tobin,Andy Reid,1999_13_PHI_ARI
1999,13,Away,CLE,LAC,10-23,-7.5,Chris Palmer,Mike Riley,1999_13_CLE_SD
1999,13,Home,LAC,CLE,23-10,7.5,Mike Riley,Chris Palmer,1999_13_CLE_SD
1999,13,Away,SEA,LV,21-30,-1,Mike Holmgren,Jon Gruden,1999_13_SEA_OAK
1999,13,Home,LV,SEA,30-21,1,Jon Gruden,Mike Holmgren,1999_13_SEA_OAK
1999,13,Away,KC,DEN,16-10,-3.5,Gunther Cunningham,Mike Shanahan,1999_13_KC_DEN
1999,13,Home,DEN,KC,10-16,3.5,Mike Shanahan,Gunther Cunningham,1999_13_KC_DEN
1999,13,Away,DAL,NE,6-13,-2,Chan Gailey,Pete Carroll,1999_13_DAL_NE
1999,13,Home,NE,DAL,13-6,2,Pete Carroll,Chan Gailey,1999_13_DAL_NE
1999,13,Away,GB,CHI,35-19,3.5,Ray Rhodes,Dick Jauron,1999_13_GB_CHI
1999,13,Home,CHI,GB,19-35,-3.5,Dick Jauron,Ray Rhodes,1999_13_GB_CHI
1999,13,Away,IND,MIA,37-34,-2,Jim Mora,Jimmy Johnson,1999_13_IND_MIA
1999,13,Home,MIA,IND,34-37,2,Jimmy Johnson,Jim Mora,1999_13_IND_MIA
1999,13,Away,NO,ATL,12-35,-4,Mike Ditka,Dan Reeves,1999_13_NO_ATL
1999,13,Home,ATL,NO,35-12,4,Dan Reeves,Mike Ditka,1999_13_NO_ATL
1999,13,Away,NYJ,NYG,28-41,2.5,Bill Parcells,Jim Fassel,1999_13_NYJ_NYG
1999,13,Home,NYG,NYJ,41-28,-2.5,Jim Fassel,Bill Parcells,1999_13_NYJ_NYG
1999,13,Away,MIN,TB,17-24,2.5,Dennis Green,Tony Dungy,1999_13_MIN_TB
1999,13,Home,TB,MIN,24-17,-2.5,Tony Dungy,Dennis Green,1999_13_MIN_TB
1999,14,Away,LV,TEN,14-21,-3,Jon Gruden,Jeff Fisher,1999_14_OAK_TEN
1999,14,Home,TEN,LV,21-14,3,Jeff Fisher,Jon Gruden,1999_14_OAK_TEN
1999,14,Away,ARI,WAS,3-28,-5.5,Vince Tobin,Norv Turner,1999_14_ARI_WAS
1999,14,Home,WAS,ARI,28-3,5.5,Norv Turner,Vince Tobin,1999_14_ARI_WAS
1999,14,Away,BAL,PIT,31-24,-1.5,Brian Billick,Bill Cowher,1999_14_BAL_PIT
1999,14,Home,PIT,BAL,24-31,1.5,Bill Cowher,Brian Billick,1999_14_BAL_PIT
1999,14,Away,CAR,GB,33-31,-8,George Seifert,Ray Rhodes,1999_14_CAR_GB
1999,14,Home,GB,CAR,31-33,8,Ray Rhodes,George Seifert,1999_14_CAR_GB
1999,14,Away,CLE,CIN,28-44,-7,Chris Palmer,Bruce Coslet,1999_14_CLE_CIN
1999,14,Home,CIN,CLE,44-28,7,Bruce Coslet,Chris Palmer,1999_14_CLE_CIN
1999,14,Away,DET,TB,16-23,-4,Bobby Ross,Tony Dungy,1999_14_DET_TB
1999,14,Home,TB,DET,23-16,4,Tony Dungy,Bobby Ross,1999_14_DET_TB
1999,14,Away,NE,IND,15-20,-7,Pete Carroll,Jim Mora,1999_14_NE_IND
1999,14,Home,IND,NE,20-15,7,Jim Mora,Pete Carroll,1999_14_NE_IND
1999,14,Away,NYG,BUF,19-17,-8,Jim Fassel,Wade Phillips,1999_14_NYG_BUF
1999,14,Home,BUF,NYG,17-19,8,Wade Phillips,Jim Fassel,1999_14_NYG_BUF
1999,14,Away,PHI,DAL,10-20,-9,Andy Reid,Chan Gailey,1999_14_PHI_DAL
1999,14,Home,DAL,PHI,20-10,9,Chan Gailey,Andy Reid,1999_14_PHI_DAL
1999,14,Away,LA,NO,30-14,10.5,Dick Vermeil,Mike Ditka,1999_14_STL_NO
1999,14,Home,NO,LA,14-30,-10.5,Mike Ditka,Dick Vermeil,1999_14_STL_NO
1999,14,Away,LAC,SEA,19-16,-9.5,Mike Riley,Mike Holmgren,1999_14_SD_SEA
1999,14,Home,SEA,LAC,16-19,9.5,Mike Holmgren,Mike Riley,1999_14_SD_SEA
1999,14,Away,MIA,NYJ,20-28,3,Jimmy Johnson,Bill Parcells,1999_14_MIA_NYJ
1999,14,Home,NYJ,MIA,28-20,-3,Bill Parcells,Jimmy Johnson,1999_14_MIA_NYJ
1999,14,Away,ATL,SF,7-26,3,Dan Reeves,Steve Mariucci,1999_14_ATL_SF
1999,14,Home,SF,ATL,26-7,-3,Steve Mariucci,Dan Reeves,1999_14_ATL_SF
1999,14,Away,MIN,KC,28-31,-1,Dennis Green,Gunther Cunningham,1999_14_MIN_KC
1999,14,Home,KC,MIN,31-28,1,Gunther Cunningham,Dennis Green,1999_14_MIN_KC
1999,14,Away,DEN,JAX,24-27,-9,Mike Shanahan,Tom Coughlin,1999_14_DEN_JAX
1999,14,Home,JAX,DEN,27-24,9,Tom Coughlin,Mike Shanahan,1999_14_DEN_JAX
1999,15,Away,PIT,KC,19-35,-8.5,Bill Cowher,Gunther Cunningham,1999_15_PIT_KC
1999,15,Home,KC,PIT,35-19,8.5,Gunther Cunningham,Bill Cowher,1999_15_PIT_KC
1999,15,Away,SF,CAR,24-41,-7.5,Steve Mariucci,George Seifert,1999_15_SF_CAR
1999,15,Home,CAR,SF,41-24,7.5,George Seifert,Steve Mariucci,1999_15_SF_CAR
1999,15,Away,ATL,TEN,17-30,-10,Dan Reeves,Jeff Fisher,1999_15_ATL_TEN
1999,15,Home,TEN,ATL,30-17,10,Jeff Fisher,Dan Reeves,1999_15_ATL_TEN
1999,15,Away,DET,CHI,10-28,3,Bobby Ross,Dick Jauron,1999_15_DET_CHI
1999,15,Home,CHI,DET,28-10,-3,Dick Jauron,Bobby Ross,1999_15_DET_CHI
1999,15,Away,JAX,CLE,24-14,14.5,Tom Coughlin,Chris Palmer,1999_15_JAX_CLE
1999,15,Home,CLE,JAX,14-24,-14.5,Chris Palmer,Tom Coughlin,1999_15_JAX_CLE
1999,15,Away,NE,PHI,9-24,3.5,Pete Carroll,Andy Reid,1999_15_NE_PHI
1999,15,Home,PHI,NE,24-9,-3.5,Andy Reid,Pete Carroll,1999_15_NE_PHI
1999,15,Away,NO,BAL,8-31,-8.5,Mike Ditka,Brian Billick,1999_15_NO_BAL
1999,15,Home,BAL,NO,31-8,8.5,Brian Billick,Mike Ditka,1999_15_NO_BAL
1999,15,Away,NYG,LA,10-31,-10.5,Jim Fassel,Dick Vermeil,1999_15_NYG_STL
1999,15,Home,LA,NYG,31-10,10.5,Dick Vermeil,Jim Fassel,1999_15_NYG_STL
1999,15,Away,LAC,MIA,9-12,-7.5,Mike Riley,Jimmy Johnson,1999_15_SD_MIA
1999,15,Home,MIA,LAC,12-9,7.5,Jimmy Johnson,Mike Riley,1999_15_SD_MIA
1999,15,Away,WAS,IND,21-24,-6.5,Norv Turner,Jim Mora,1999_15_WAS_IND
1999,15,Home,IND,WAS,24-21,6.5,Jim Mora,Norv Turner,1999_15_WAS_IND
1999,15,Away,TB,LV,0-45,1,Tony Dungy,Jon Gruden,1999_15_TB_OAK
1999,15,Home,LV,TB,45-0,-1,Jon Gruden,Tony Dungy,1999_15_TB_OAK
1999,15,Away,NYJ,DAL,22-21,-6,Bill Parcells,Chan Gailey,1999_15_NYJ_DAL
1999,15,Home,DAL,NYJ,21-22,6,Chan Gailey,Bill Parcells,1999_15_NYJ_DAL
1999,15,Away,SEA,DEN,30-36,-1.5,Mike Holmgren,Mike Shanahan,1999_15_SEA_DEN
1999,15,Home,DEN,SEA,36-30,1.5,Mike Shanahan,Mike Holmgren,1999_15_SEA_DEN
1999,15,Away,BUF,ARI,31-21,3,Wade Phillips,Vince Tobin,1999_15_BUF_ARI
1999,15,Home,ARI,BUF,21-31,-3,Vince Tobin,Wade Phillips,1999_15_BUF_ARI
1999,15,Away,GB,MIN,20-24,-4.5,Ray Rhodes,Dennis Green,1999_15_GB_MIN
1999,15,Home,MIN,GB,24-20,4.5,Dennis Green,Ray Rhodes,1999_15_GB_MIN
1999,16,Away,DAL,NO,24-31,8.5,Chan Gailey,Mike Ditka,1999_16_DAL_NO
1999,16,Home,NO,DAL,31-24,-8.5,Mike Ditka,Chan Gailey,1999_16_DAL_NO
1999,16,Away,DEN,DET,17-7,-4.5,Mike Shanahan,Bobby Ross,1999_16_DEN_DET
1999,16,Home,DET,DEN,7-17,4.5,Bobby Ross,Mike Shanahan,1999_16_DEN_DET
1999,16,Away,ARI,ATL,14-37,-2,Vince Tobin,Dan Reeves,1999_16_ARI_ATL
1999,16,Home,ATL,ARI,37-14,2,Dan Reeves,Vince Tobin,1999_16_ARI_ATL
1999,16,Away,BUF,NE,13-10,3,Wade Phillips,Pete Carroll,1999_16_BUF_NE
1999,16,Home,NE,BUF,10-13,-3,Pete Carroll,Wade Phillips,1999_16_BUF_NE
1999,16,Away,CAR,PIT,20-30,3.5,George Seifert,Bill Cowher,1999_16_CAR_PIT
1999,16,Home,PIT,CAR,30-20,-3.5,Bill Cowher,George Seifert,1999_16_CAR_PIT
1999,16,Away,CHI,LA,12-34,-10,Dick Jauron,Dick Vermeil,1999_16_CHI_STL
1999,16,Home,LA,CHI,34-12,10,Dick Vermeil,Dick Jauron,1999_16_CHI_STL
1999,16,Away,CIN,BAL,0-22,-7,Bruce Coslet,Brian Billick,1999_16_CIN_BAL
1999,16,Home,BAL,CIN,22-0,7,Brian Billick,Bruce Coslet,1999_16_CIN_BAL
1999,16,Away,IND,CLE,29-28,13.5,Jim Mora,Chris Palmer,1999_16_IND_CLE
1999,16,Home,CLE,IND,28-29,-13.5,Chris Palmer,Jim Mora,1999_16_IND_CLE
1999,16,Away,JAX,TEN,14-41,3,Tom Coughlin,Jeff Fisher,1999_16_JAX_TEN
1999,16,Home,TEN,JAX,41-14,-3,Jeff Fisher,Tom Coughlin,1999_16_JAX_TEN
1999,16,Away,MIN,NYG,34-17,2.5,Dennis Green,Jim Fassel,1999_16_MIN_NYG
1999,16,Home,NYG,MIN,17-34,-2.5,Jim Fassel,Dennis Green,1999_16_MIN_NYG
1999,16,Away,LV,LAC,20-23,3,Jon Gruden,Mike Riley,1999_16_OAK_SD
1999,16,Home,LAC,LV,23-20,-3,Mike Riley,Jon Gruden,1999_16_OAK_SD
1999,16,Away,KC,SEA,14-23,-3,Gunther Cunningham,Mike Holmgren,1999_16_KC_SEA
1999,16,Home,SEA,KC,23-14,3,Mike Holmgren,Gunther Cunningham,1999_16_KC_SEA
1999,16,Away,GB,TB,10-29,-3.5,Ray Rhodes,Tony Dungy,1999_16_GB_TB
1999,16,Home,TB,GB,29-10,3.5,Tony Dungy,Ray Rhodes,1999_16_GB_TB
1999,16,Away,WAS,SF,26-20,7,Norv Turner,Steve Mariucci,1999_16_WAS_SF
1999,16,Home,SF,WAS,20-26,-7,Steve Mariucci,Norv Turner,1999_16_WAS_SF
1999,16,Away,NYJ,MIA,38-31,-3.5,Bill Parcells,Jimmy Johnson,1999_16_NYJ_MIA
1999,16,Home,MIA,NYJ,31-38,3.5,Jimmy Johnson,Bill Parcells,1999_16_NYJ_MIA
1999,17,Away,ARI,GB,24-49,-7.5,Vince Tobin,Ray Rhodes,1999_17_ARI_GB
1999,17,Home,GB,ARI,49-24,7.5,Ray Rhodes,Vince Tobin,1999_17_ARI_GB
1999,17,Away,BAL,NE,3-20,1,Brian Billick,Pete Carroll,1999_17_BAL_NE
1999,17,Home,NE,BAL,20-3,-1,Pete Carroll,Brian Billick,1999_17_BAL_NE
1999,17,Away,CIN,JAX,7-24,-9,Bruce Coslet,Tom Coughlin,1999_17_CIN_JAX
1999,17,Home,JAX,CIN,24-7,9,Tom Coughlin,Bruce Coslet,1999_17_CIN_JAX
1999,17,Away,DET,MIN,17-24,-7,Bobby Ross,Dennis Green,1999_17_DET_MIN
1999,17,Home,MIN,DET,24-17,7,Dennis Green,Bobby Ross,1999_17_DET_MIN
1999,17,Away,NO,CAR,13-45,-8.5,Mike Ditka,George Seifert,1999_17_NO_CAR
1999,17,Home,CAR,NO,45-13,8.5,George Seifert,Mike Ditka,1999_17_NO_CAR
1999,17,Away,LA,PHI,31-38,8,Dick Vermeil,Andy Reid,1999_17_STL_PHI
1999,17,Home,PHI,LA,38-31,-8,Andy Reid,Dick Vermeil,1999_17_STL_PHI
1999,17,Away,SEA,NYJ,9-19,-1,Mike Holmgren,Bill Parcells,1999_17_SEA_NYJ
1999,17,Home,NYJ,SEA,19-9,1,Bill Parcells,Mike Holmgren,1999_17_SEA_NYJ
1999,17,Away,TB,CHI,20-6,3.5,Tony Dungy,Dick Jauron,1999_17_TB_CHI
1999,17,Home,CHI,TB,6-20,-3.5,Dick Jauron,Tony Dungy,1999_17_TB_CHI
1999,17,Away,NYG,DAL,18-26,-6.5,Jim Fassel,Chan Gailey,1999_17_NYG_DAL
1999,17,Home,DAL,NYG,26-18,6.5,Chan Gailey,Jim Fassel,1999_17_NYG_DAL
1999,17,Away,TEN,PIT,47-36,4,Jeff Fisher,Bill Cowher,1999_17_TEN_PIT
1999,17,Home,PIT,TEN,36-47,-4,Bill Cowher,Jeff Fisher,1999_17_TEN_PIT
1999,17,Away,MIA,WAS,10-21,-3,Jimmy Johnson,Norv Turner,1999_17_MIA_WAS
1999,17,Home,WAS,MIA,21-10,3,Norv Turner,Jimmy Johnson,1999_17_MIA_WAS
1999,17,Away,LAC,DEN,12-6,-7,Mike Riley,Mike Shanahan,1999_17_SD_DEN
1999,17,Home,DEN,LAC,6-12,7,Mike Shanahan,Mike Riley,1999_17_SD_DEN
1999,17,Away,IND,BUF,6-31,1.5,Jim Mora,Wade Phillips,1999_17_IND_BUF
1999,17,Home,BUF,IND,31-6,-1.5,Wade Phillips,Jim Mora,1999_17_IND_BUF
1999,17,Away,LV,KC,41-38,-5,Jon Gruden,Gunther Cunningham,1999_17_OAK_KC
1999,17,Home,KC,LV,38-41,5,Gunther Cunningham,Jon Gruden,1999_17_OAK_KC
1999,17,Away,SF,ATL,29-34,-6.5,Steve Mariucci,Dan Reeves,1999_17_SF_ATL
1999,17,Home,ATL,SF,34-29,6.5,Dan Reeves,Steve Mariucci,1999_17_SF_ATL
1999,18,Away,BUF,TEN,16-22,-5,Wade Phillips,Jeff Fisher,1999_18_BUF_TEN
1999,18,Home,TEN,BUF,22-16,5,Jeff Fisher,Wade Phillips,1999_18_BUF_TEN
1999,18,Away,DET,WAS,13-27,-6,Bobby Ross,Norv Turner,1999_18_DET_WAS
1999,18,Home,WAS,DET,27-13,6,Norv Turner,Bobby Ross,1999_18_DET_WAS
1999,18,Away,DAL,MIN,10-27,-7,Chan Gailey,Dennis Green,1999_18_DAL_MIN
1999,18,Home,MIN,DAL,27-10,7,Dennis Green,Chan Gailey,1999_18_DAL_MIN
1999,18,Away,MIA,SEA,20-17,-3.5,Jimmy Johnson,Mike Holmgren,1999_18_MIA_SEA
1999,18,Home,SEA,MIA,17-20,3.5,Mike Holmgren,Jimmy Johnson,1999_18_MIA_SEA
1999,19,Away,WAS,TB,13-14,-4.5,Norv Turner,Tony Dungy,1999_19_WAS_TB
1999,19,Home,TB,WAS,14-13,4.5,Tony Dungy,Norv Turner,1999_19_WAS_TB
1999,19,Away,MIA,JAX,7-62,-8,Jimmy Johnson,Tom Coughlin,1999_19_MIA_JAX
1999,19,Home,JAX,MIA,62-7,8,Tom Coughlin,Jimmy Johnson,1999_19_MIA_JAX
1999,19,Away,MIN,LA,37-49,-7,Dennis Green,Dick Vermeil,1999_19_MIN_STL
1999,19,Home,LA,MIN,49-37,7,Dick Vermeil,Dennis Green,1999_19_MIN_STL
1999,19,Away,TEN,IND,19-16,-5.5,Jeff Fisher,Jim Mora,1999_19_TEN_IND
1999,19,Home,IND,TEN,16-19,5.5,Jim Mora,Jeff Fisher,1999_19_TEN_IND
1999,20,Away,TB,LA,6-11,-14,Tony Dungy,Dick Vermeil,1999_20_TB_STL
1999,20,Home,LA,TB,11-6,14,Dick Vermeil,Tony Dungy,1999_20_TB_STL
1999,20,Away,TEN,JAX,33-14,-7,Jeff Fisher,Tom Coughlin,1999_20_TEN_JAX
1999,20,Home,JAX,TEN,14-33,7,Tom Coughlin,Jeff Fisher,1999_20_TEN_JAX
1999,21,Neutral,LA,TEN,23-16,7,Dick Vermeil,Jeff Fisher,1999_21_STL_TEN
1999,21,Neutral,TEN,LA,16-23,-7,Jeff Fisher,Dick Vermeil,1999_21_STL_TEN
2000,1,Away,ARI,NYG,16-21,-6.5,Vince Tobin,Jim Fassel,2000_01_ARI_NYG
2000,1,Home,NYG,ARI,21-16,6.5,Jim Fassel,Vince Tobin,2000_01_ARI_NYG
2000,1,Away,BAL,PIT,16-0,2.5,Brian Billick,Bill Cowher,2000_01_BAL_PIT
2000,1,Home,PIT,BAL,0-16,-2.5,Bill Cowher,Brian Billick,2000_01_BAL_PIT
2000,1,Away,CAR,WAS,17-20,-10.5,George Seifert,Norv Turner,2000_01_CAR_WAS
2000,1,Home,WAS,CAR,20-17,10.5,Norv Turner,George Seifert,2000_01_CAR_WAS
2000,1,Away,CHI,MIN,27-30,-4.5,Dick Jauron,Dennis Green,2000_01_CHI_MIN
2000,1,Home,MIN,CHI,30-27,4.5,Dennis Green,Dick Jauron,2000_01_CHI_MIN
2000,1,Away,DET,NO,14-10,-0,Bobby Ross,Jim Haslett,2000_01_DET_NO
2000,1,Home,NO,DET,10-14,0,Jim Haslett,Bobby Ross,2000_01_DET_NO
2000,1,Away,IND,KC,27-14,3.5,Jim Mora,Gunther Cunningham,2000_01_IND_KC
2000,1,Home,KC,IND,14-27,-3.5,Gunther Cunningham,Jim Mora,2000_01_IND_KC
2000,1,Away,JAX,CLE,27-7,10.5,Tom Coughlin,Chris Palmer,2000_01_JAX_CLE
2000,1,Home,CLE,JAX,7-27,-10.5,Chris Palmer,Tom Coughlin,2000_01_JAX_CLE
2000,1,Away,SF,ATL,28-36,-6.5,Steve Mariucci,Dan Reeves,2000_01_SF_ATL
2000,1,Home,ATL,SF,36-28,6.5,Dan Reeves,Steve Mariucci,2000_01_SF_ATL
2000,1,Away,TB,NE,21-16,3,Tony Dungy,Bill Belichick,2000_01_TB_NE
2000,1,Home,NE,TB,16-21,-3,Bill Belichick,Tony Dungy,2000_01_TB_NE
2000,1,Away,PHI,DAL,41-14,-6,Andy Reid,Dave Campo,2000_01_PHI_DAL
2000,1,Home,DAL,PHI,14-41,6,Dave Campo,Andy Reid,2000_01_PHI_DAL
2000,1,Away,NYJ,GB,20-16,-2.5,Al Groh,Mike Sherman,2000_01_NYJ_GB
