game_id,season,week,team,team_score,opp,opp_score,team_result,location,spread_line,team_coach,opp_coach
2005_21_SEA_PIT,2005,21,PIT,21,SEA,10,11,Neutral,4,Bill Cowher,Mike Holmgren
2006_01_MIA_PIT,2006,1,MIA,17,PIT,28,-11,Away,-1.5,Nick Saban,Bill Cowher
2006_01_MIA_PIT,2006,1,PIT,28,MIA,17,11,Home,1.5,Bill Cowher,Nick Saban
2006_01_ATL_CAR,2006,1,ATL,20,CAR,6,14,Away,-4.5,Jim Mora,John Fox
2006_01_ATL_CAR,2006,1,CAR,6,ATL,20,-14,Home,4.5,John Fox,Jim Mora
2006_01_NO_CLE,2006,1,NO,19,CLE,14,5,Away,-3,Sean Payton,Romeo Crennel
2006_01_NO_CLE,2006,1,CLE,14,NO,19,-5,Home,3,Romeo Crennel,Sean Payton
2006_01_SEA_DET,2006,1,SEA,9,DET,6,3,Away,6,Mike Holmgren,Rod Marinelli
2006_01_SEA_DET,2006,1,DET,6,SEA,9,-3,Home,-6,Rod Marinelli,Mike Holmgren
2006_01_PHI_HOU,2006,1,PHI,24,HOU,10,14,Away,6,Andy Reid,Gary Kubiak
2006_01_PHI_HOU,2006,1,HOU,10,PHI,24,-14,Home,-6,Gary Kubiak,Andy Reid
2006_01_CIN_KC,2006,1,CIN,23,KC,10,13,Away,1.5,Marvin Lewis,Herm Edwards
2006_01_CIN_KC,2006,1,KC,10,CIN,23,-13,Home,-1.5,Herm Edwards,Marvin Lewis
2006_01_BUF_NE,2006,1,BUF,17,NE,19,-2,Away,-10,Dick Jauron,Bill Belichick
2006_01_BUF_NE,2006,1,NE,19,BUF,17,2,Home,10,Bill Belichick,Dick Jauron
2006_01_DEN_STL,2006,1,DEN,10,LA,18,-8,Away,3.5,Mike Shanahan,Scott Linehan
2006_01_DEN_STL,2006,1,LA,18,DEN,10,8,Home,-3.5,Scott Linehan,Mike Shanahan
2006_01_BAL_TB,2006,1,BAL,27,TB,0,27,Away,-3,Brian Billick,Jon Gruden
2006_01_BAL_TB,2006,1,TB,0,BAL,27,-27,Home,3,Jon Gruden,Brian Billick
2006_01_NYJ_TEN,2006,1,NYJ,23,TEN,16,7,Away,-2.5,Eric Mangini,Jeff Fisher
2006_01_NYJ_TEN,2006,1,TEN,16,NYJ,23,-7,Home,2.5,Jeff Fisher,Eric Mangini
2006_01_SF_ARI,2006,1,SF,27,ARI,34,-7,Away,-9.5,Mike Nolan,Dennis Green
2006_01_SF_ARI,2006,1,ARI,34,SF,27,7,Home,9.5,Dennis Green,Mike Nolan
2006_01_CHI_GB,2006,1,CHI,26,GB,0,26,Away,3.5,Lovie Smith,Mike McCarthy
2006_01_CHI_GB,2006,1,GB,0,CHI,26,-26,Home,-3.5,Mike McCarthy,Lovie Smith
2006_01_DAL_JAX,2006,1,DAL,17,JAX,24,-7,Away,2.5,Bill Parcells,Jack Del Rio
2006_01_DAL_JAX,2006,1,JAX,24,DAL,17,7,Home,-2.5,Jack Del Rio,Bill Parcells
2006_01_IND_NYG,2006,1,IND,26,NYG,21,5,Away,3,Tony Dungy,Tom Coughlin
2006_01_IND_NYG,2006,1,NYG,21,IND,26,-5,Home,-3,Tom Coughlin,Tony Dungy
2006_01_MIN_WAS,2006,1,MIN,19,WAS,16,3,Away,-4,Brad Childress,Joe Gibbs
2006_01_MIN_WAS,2006,1,WAS,16,MIN,19,-3,Home,4,Joe Gibbs,Brad Childress
2006_01_SD_OAK,2006,1,LAC,27,LV,0,27,Away,3,Marty Schottenheimer,Art Shell
2006_01_SD_OAK,2006,1,LV,0,LAC,27,-27,Home,-3,Art Shell,Marty Schottenheimer
2006_02_TB_ATL,2006,2,TB,3,ATL,14,-11,Away,-4.5,Jon Gruden,Jim Mora
2006_02_TB_ATL,2006,2,ATL,14,TB,3,11,Home,4.5,Jim Mora,Jon Gruden
2006_02_OAK_BAL,2006,2,LV,6,BAL,28,-22,Away,-13,Art Shell,Brian Billick
2006_02_OAK_BAL,2006,2,BAL,28,LV,6,22,Home,13,Brian Billick,Art Shell
2006_02_DET_CHI,2006,2,DET,7,CHI,34,-27,Away,-7,Rod Marinelli,Lovie Smith
2006_02_DET_CHI,2006,2,CHI,34,DET,7,27,Home,7,Lovie Smith,Rod Marinelli
2006_02_CLE_CIN,2006,2,CLE,17,CIN,34,-17,Away,-10.5,Romeo Crennel,Marvin Lewis
2006_02_CLE_CIN,2006,2,CIN,34,CLE,17,17,Home,10.5,Marvin Lewis,Romeo Crennel
2006_02_NO_GB,2006,2,NO,34,GB,27,7,Away,1,Sean Payton,Mike McCarthy
2006_02_NO_GB,2006,2,GB,27,NO,34,-7,Home,-1,Mike McCarthy,Sean Payton
2006_02_HOU_IND,2006,2,HOU,24,IND,43,-19,Away,-12.5,Gary Kubiak,Tony Dungy
2006_02_HOU_IND,2006,2,IND,43,HOU,24,19,Home,12.5,Tony Dungy,Gary Kubiak
2006_02_BUF_MIA,2006,2,BUF,16,MIA,6,10,Away,-6.5,Dick Jauron,Nick Saban
2006_02_BUF_MIA,2006,2,MIA,6,BUF,16,-10,Home,6.5,Nick Saban,Dick Jauron
2006_02_CAR_MIN,2006,2,CAR,13,MIN,16,-3,Away,-2,John Fox,Brad Childress
2006_02_CAR_MIN,2006,2,MIN,16,CAR,13,3,Home,2,Brad Childress,John Fox
2006_02_NYG_PHI,2006,2,NYG,30,PHI,24,6,Away,-3,Tom Coughlin,Andy Reid
2006_02_NYG_PHI,2006,2,PHI,24,NYG,30,-6,Home,3,Andy Reid,Tom Coughlin
2006_02_STL_SF,2006,2,LA,13,SF,20,-7,Away,3,Scott Linehan,Mike Nolan
2006_02_STL_SF,2006,2,SF,20,LA,13,7,Home,-3,Mike Nolan,Scott Linehan
2006_02_ARI_SEA,2006,2,ARI,10,SEA,21,-11,Away,-7,Dennis Green,Mike Holmgren
2006_02_ARI_SEA,2006,2,SEA,21,ARI,10,11,Home,7,Mike Holmgren,Dennis Green
2006_02_KC_DEN,2006,2,KC,6,DEN,9,-3,Away,-11,Herm Edwards,Mike Shanahan
2006_02_KC_DEN,2006,2,DEN,9,KC,6,3,Home,11,Mike Shanahan,Herm Edwards
2006_02_NE_NYJ,2006,2,NE,24,NYJ,17,7,Away,6,Bill Belichick,Eric Mangini
2006_02_NE_NYJ,2006,2,NYJ,17,NE,24,-7,Home,-6,Eric Mangini,Bill Belichick
2006_02_TEN_SD,2006,2,TEN,7,LAC,40,-33,Away,-12,Jeff Fisher,Marty Schottenheimer
2006_02_TEN_SD,2006,2,LAC,40,TEN,7,33,Home,12,Marty Schottenheimer,Jeff Fisher
2006_02_WAS_DAL,2006,2,WAS,10,DAL,27,-17,Away,-7,Joe Gibbs,Bill Parcells
2006_02_WAS_DAL,2006,2,DAL,27,WAS,10,17,Home,7,Bill Parcells,Joe Gibbs
2006_02_PIT_JAX,2006,2,PIT,0,JAX,9,-9,Away,2.5,Bill Cowher,Jack Del Rio
2006_02_PIT_JAX,2006,2,JAX,9,PIT,0,9,Home,-2.5,Jack Del Rio,Bill Cowher
2006_03_NYJ_BUF,2006,3,NYJ,28,BUF,20,8,Away,-6,Eric Mangini,Dick Jauron
2006_03_NYJ_BUF,2006,3,BUF,20,NYJ,28,-8,Home,6,Dick Jauron,Eric Mangini
2006_03_GB_DET,2006,3,GB,31,DET,24,7,Away,-6.5,Mike McCarthy,Rod Marinelli
2006_03_GB_DET,2006,3,DET,24,GB,31,-7,Home,6.5,Rod Marinelli,Mike McCarthy
2006_03_WAS_HOU,2006,3,WAS,31,HOU,15,16,Away,3.5,Joe Gibbs,Gary Kubiak
2006_03_WAS_HOU,2006,3,HOU,15,WAS,31,-16,Home,-3.5,Gary Kubiak,Joe Gibbs
2006_03_JAX_IND,2006,3,JAX,14,IND,21,-7,Away,-6.5,Jack Del Rio,Tony Dungy
2006_03_JAX_IND,2006,3,IND,21,JAX,14,7,Home,6.5,Tony Dungy,Jack Del Rio
2006_03_TEN_MIA,2006,3,TEN,10,MIA,13,-3,Away,-10.5,Jeff Fisher,Nick Saban
2006_03_TEN_MIA,2006,3,MIA,13,TEN,10,3,Home,10.5,Nick Saban,Jeff Fisher
2006_03_CHI_MIN,2006,3,CHI,19,MIN,16,3,Away,3.5,Lovie Smith,Brad Childress
2006_03_CHI_MIN,2006,3,MIN,16,CHI,19,-3,Home,-3.5,Brad Childress,Lovie Smith
2006_03_CIN_PIT,2006,3,CIN,28,PIT,20,8,Away,-2,Marvin Lewis,Bill Cowher
2006_03_CIN_PIT,2006,3,PIT,20,CIN,28,-8,Home,2,Bill Cowher,Marvin Lewis
2006_03_CAR_TB,2006,3,CAR,26,TB,24,2,Away,3,John Fox,Jon Gruden
2006_03_CAR_TB,2006,3,TB,24,CAR,26,-2,Home,-3,Jon Gruden,John Fox
2006_03_BAL_CLE,2006,3,BAL,15,CLE,14,1,Away,6.5,Brian Billick,Romeo Crennel
2006_03_BAL_CLE,2006,3,CLE,14,BAL,15,-1,Home,-6.5,Romeo Crennel,Brian Billick
2006_03_STL_ARI,2006,3,LA,16,ARI,14,2,Away,-5.5,Scott Linehan,Dennis Green
2006_03_STL_ARI,2006,3,ARI,14,LA,16,-2,Home,5.5,Dennis Green,Scott Linehan
2006_03_PHI_SF,2006,3,PHI,38,SF,24,14,Away,6,Andy Reid,Mike Nolan
2006_03_PHI_SF,2006,3,SF,24,PHI,38,-14,Home,-6,Mike Nolan,Andy Reid
2006_03_NYG_SEA,2006,3,NYG,30,SEA,42,-12,Away,-4,Tom Coughlin,Mike Holmgren
2006_03_NYG_SEA,2006,3,SEA,42,NYG,30,12,Home,4,Mike Holmgren,Tom Coughlin
2006_03_DEN_NE,2006,3,DEN,17,NE,7,10,Away,-6.5,Mike Shanahan,Bill Belichick
2006_03_DEN_NE,2006,3,NE,7,DEN,17,-10,Home,6.5,Bill Belichick,Mike Shanahan
2006_03_ATL_NO,2006,3,ATL,3,NO,23,-20,Away,4,Jim Mora,Sean Payton
2006_03_ATL_NO,2006,3,NO,23,ATL,3,20,Home,-4,Sean Payton,Jim Mora
2006_04_ARI_ATL,2006,4,ARI,10,ATL,32,-22,Away,-7,Dennis Green,Jim Mora
2006_04_ARI_ATL,2006,4,ATL,32,ARI,10,22,Home,7,Jim Mora,Dennis Green
2006_04_SD_BAL,2006,4,LAC,13,BAL,16,-3,Away,-1,Marty Schottenheimer,Brian Billick
2006_04_SD_BAL,2006,4,BAL,16,LAC,13,3,Home,1,Brian Billick,Marty Schottenheimer
2006_04_MIN_BUF,2006,4,MIN,12,BUF,17,-5,Away,-1,Brad Childress,Dick Jauron
2006_04_MIN_BUF,2006,4,BUF,17,MIN,12,5,Home,1,Dick Jauron,Brad Childress
2006_04_NO_CAR,2006,4,NO,18,CAR,21,-3,Away,-7,Sean Payton,John Fox
2006_04_NO_CAR,2006,4,CAR,21,NO,18,3,Home,7,John Fox,Sean Payton
2006_04_MIA_HOU,2006,4,MIA,15,HOU,17,-2,Away,3.5,Nick Saban,Gary Kubiak
2006_04_MIA_HOU,2006,4,HOU,17,MIA,15,2,Home,-3.5,Gary Kubiak,Nick Saban
2006_04_SF_KC,2006,4,SF,0,KC,41,-41,Away,-7,Mike Nolan,Herm Edwards
2006_04_SF_KC,2006,4,KC,41,SF,0,41,Home,7,Herm Edwards,Mike Nolan
2006_04_IND_NYJ,2006,4,IND,31,NYJ,28,3,Away,7.5,Tony Dungy,Eric Mangini
2006_04_IND_NYJ,2006,4,NYJ,28,IND,31,-3,Home,-7.5,Eric Mangini,Tony Dungy
2006_04_DAL_TEN,2006,4,DAL,45,TEN,14,31,Away,10,Bill Parcells,Jeff Fisher
2006_04_DAL_TEN,2006,4,TEN,14,DAL,45,-31,Home,-10,Jeff Fisher,Bill Parcells
2006_04_DET_STL,2006,4,DET,34,LA,41,-7,Away,-5.5,Rod Marinelli,Scott Linehan
2006_04_DET_STL,2006,4,LA,41,DET,34,7,Home,5.5,Scott Linehan,Rod Marinelli
2006_04_NE_CIN,2006,4,NE,38,CIN,13,25,Away,-5.5,Bill Belichick,Marvin Lewis
2006_04_NE_CIN,2006,4,CIN,13,NE,38,-25,Home,5.5,Marvin Lewis,Bill Belichick
2006_04_CLE_OAK,2006,4,CLE,24,LV,21,3,Away,1,Romeo Crennel,Art Shell
2006_04_CLE_OAK,2006,4,LV,21,CLE,24,-3,Home,-1,Art Shell,Romeo Crennel
2006_04_JAX_WAS,2006,4,JAX,30,WAS,36,-6,Away,2.5,Jack Del Rio,Joe Gibbs
2006_04_JAX_WAS,2006,4,WAS,36,JAX,30,6,Home,-2.5,Joe Gibbs,Jack Del Rio
2006_04_SEA_CHI,2006,4,SEA,6,CHI,37,-31,Away,-3.5,Mike Holmgren,Lovie Smith
2006_04_SEA_CHI,2006,4,CHI,37,SEA,6,31,Home,3.5,Lovie Smith,Mike Holmgren
2006_04_GB_PHI,2006,4,GB,9,PHI,31,-22,Away,-12,Mike McCarthy,Andy Reid
2006_04_GB_PHI,2006,4,PHI,31,GB,9,22,Home,12,Andy Reid,Mike McCarthy
2006_05_CLE_CAR,2006,5,CLE,12,CAR,20,-8,Away,-7.5,Romeo Crennel,John Fox
2006_05_CLE_CAR,2006,5,CAR,20,CLE,12,8,Home,7.5,John Fox,Romeo Crennel
2006_05_BUF_CHI,2006,5,BUF,7,CHI,40,-33,Away,-9.5,Dick Jauron,Lovie Smith
2006_05_BUF_CHI,2006,5,CHI,40,BUF,7,33,Home,9.5,Lovie Smith,Dick Jauron
2006_05_STL_GB,2006,5,LA,23,GB,20,3,Away,2.5,Scott Linehan,Mike McCarthy
2006_05_STL_GB,2006,5,GB,20,LA,23,-3,Home,-2.5,Mike McCarthy,Scott Linehan
2006_05_TEN_IND,2006,5,TEN,13,IND,14,-1,Away,-13.5,Jeff Fisher,Tony Dungy
2006_05_TEN_IND,2006,5,IND,14,TEN,13,1,Home,13.5,Tony Dungy,Jeff Fisher
2006_05_DET_MIN,2006,5,DET,17,MIN,26,-9,Away,-4,Rod Marinelli,Brad Childress
2006_05_DET_MIN,2006,5,MIN,26,DET,17,9,Home,4,Brad Childress,Rod Marinelli
2006_05_MIA_NE,2006,5,MIA,10,NE,20,-10,Away,-9.5,Nick Saban,Bill Belichick
2006_05_MIA_NE,2006,5,NE,20,MIA,10,10,Home,9.5,Bill Belichick,Nick Saban
2006_05_TB_NO,2006,5,TB,21,NO,24,-3,Away,-7,Jon Gruden,Sean Payton
2006_05_TB_NO,2006,5,NO,24,TB,21,3,Home,7,Sean Payton,Jon Gruden
2006_05_WAS_NYG,2006,5,WAS,3,NYG,19,-16,Away,-6,Joe Gibbs,Tom Coughlin
2006_05_WAS_NYG,2006,5,NYG,19,WAS,3,16,Home,6,Tom Coughlin,Joe Gibbs
2006_05_KC_ARI,2006,5,KC,23,ARI,20,3,Away,3.5,Herm Edwards,Dennis Green
2006_05_KC_ARI,2006,5,ARI,20,KC,23,-3,Home,-3.5,Dennis Green,Herm Edwards
2006_05_NYJ_JAX,2006,5,NYJ,0,JAX,41,-41,Away,-7,Eric Mangini,Jack Del Rio
2006_05_NYJ_JAX,2006,5,JAX,41,NYJ,0,41,Home,7,Jack Del Rio,Eric Mangini
2006_05_OAK_SF,2006,5,LV,20,SF,34,-14,Away,-3,Art Shell,Mike Nolan
2006_05_OAK_SF,2006,5,SF,34,LV,20,14,Home,3,Mike Nolan,Art Shell
2006_05_DAL_PHI,2006,5,DAL,24,PHI,38,-14,Away,1,Bill Parcells,Andy Reid
2006_05_DAL_PHI,2006,5,PHI,38,DAL,24,14,Home,-1,Andy Reid,Bill Parcells
2006_05_PIT_SD,2006,5,PIT,13,LAC,23,-10,Away,-3.5,Bill Cowher,Marty Schottenheimer
2006_05_PIT_SD,2006,5,LAC,23,PIT,13,10,Home,3.5,Marty Schottenheimer,Bill Cowher
2006_05_BAL_DEN,2006,5,BAL,3,DEN,13,-10,Away,-5.5,Brian Billick,Mike Shanahan
2006_05_BAL_DEN,2006,5,DEN,13,BAL,3,10,Home,5.5,Mike Shanahan,Brian Billick
2006_06_NYG_ATL,2006,6,NYG,27,ATL,14,13,Away,-3,Tom Coughlin,Jim Mora
2006_06_NYG_ATL,2006,6,ATL,14,NYG,27,-13,Home,3,Jim Mora,Tom Coughlin
2006_06_CAR_BAL,2006,6,CAR,23,BAL,21,2,Away,-3,John Fox,Brian Billick
2006_06_CAR_BAL,2006,6,BAL,21,CAR,23,-2,Home,3,Brian Billick,John Fox
2006_06_HOU_DAL,2006,6,HOU,6,DAL,34,-28,Away,-13,Gary Kubiak,Bill Parcells
2006_06_HOU_DAL,2006,6,DAL,34,HOU,6,28,Home,13,Bill Parcells,Gary Kubiak
2006_06_BUF_DET,2006,6,BUF,17,DET,20,-3,Away,1,Dick Jauron,Rod Marinelli
2006_06_BUF_DET,2006,6,DET,20,BUF,17,3,Home,-1,Rod Marinelli,Dick Jauron
2006_06_PHI_NO,2006,6,PHI,24,NO,27,-3,Away,3,Andy Reid,Sean Payton
2006_06_PHI_NO,2006,6,NO,27,PHI,24,3,Home,-3,Sean Payton,Andy Reid
2006_06_SEA_STL,2006,6,SEA,30,LA,28,2,Away,3,Mike Holmgren,Scott Linehan
2006_06_SEA_STL,2006,6,LA,28,SEA,30,-2,Home,-3,Scott Linehan,Mike Holmgren
2006_06_CIN_TB,2006,6,CIN,13,TB,14,-1,Away,4.5,Marvin Lewis,Jon Gruden
2006_06_CIN_TB,2006,6,TB,14,CIN,13,1,Home,-4.5,Jon Gruden,Marvin Lewis
2006_06_TEN_WAS,2006,6,TEN,25,WAS,22,3,Away,-11.5,Jeff Fisher,Joe Gibbs
2006_06_TEN_WAS,2006,6,WAS,22,TEN,25,-3,Home,11.5,Joe Gibbs,Jeff Fisher
2006_06_MIA_NYJ,2006,6,MIA,17,NYJ,20,-3,Away,-2,Nick Saban,Eric Mangini
2006_06_MIA_NYJ,2006,6,NYJ,20,MIA,17,3,Home,2,Eric Mangini,Nick Saban
2006_06_KC_PIT,2006,6,KC,7,PIT,45,-38,Away,-6.5,Herm Edwards,Bill Cowher
2006_06_KC_PIT,2006,6,PIT,45,KC,7,38,Home,6.5,Bill Cowher,Herm Edwards
2006_06_SD_SF,2006,6,LAC,48,SF,19,29,Away,9.5,Marty Schottenheimer,Mike Nolan
2006_06_SD_SF,2006,6,SF,19,LAC,48,-29,Home,-9.5,Mike Nolan,Marty Schottenheimer
2006_06_OAK_DEN,2006,6,LV,3,DEN,13,-10,Away,-14,Art Shell,Mike Shanahan
2006_06_OAK_DEN,2006,6,DEN,13,LV,3,10,Home,14,Mike Shanahan,Art Shell
2006_06_CHI_ARI,2006,6,CHI,24,ARI,23,1,Away,11.5,Lovie Smith,Dennis Green
2006_06_CHI_ARI,2006,6,ARI,23,CHI,24,-1,Home,-11.5,Dennis Green,Lovie Smith
2006_07_PIT_ATL,2006,7,PIT,38,ATL,41,-3,Away,2.5,Bill Cowher,Jim Mora
2006_07_PIT_ATL,2006,7,ATL,41,PIT,38,3,Home,-2.5,Jim Mora,Bill Cowher
2006_07_NE_BUF,2006,7,NE,28,BUF,6,22,Away,5.5,Bill Belichick,Dick Jauron
2006_07_NE_BUF,2006,7,BUF,6,NE,28,-22,Home,-5.5,Dick Jauron,Bill Belichick
2006_07_CAR_CIN,2006,7,CAR,14,CIN,17,-3,Away,-3,John Fox,Marvin Lewis
2006_07_CAR_CIN,2006,7,CIN,17,CAR,14,3,Home,3,Marvin Lewis,John Fox
2006_07_JAX_HOU,2006,7,JAX,7,HOU,27,-20,Away,7.5,Jack Del Rio,Gary Kubiak
2006_07_JAX_HOU,2006,7,HOU,27,JAX,7,20,Home,-7.5,Gary Kubiak,Jack Del Rio
2006_07_SD_KC,2006,7,LAC,27,KC,30,-3,Away,6,Marty Schottenheimer,Herm Edwards
2006_07_SD_KC,2006,7,KC,30,LAC,27,3,Home,-6,Herm Edwards,Marty Schottenheimer
2006_07_GB_MIA,2006,7,GB,34,MIA,24,10,Away,-6,Mike McCarthy,Nick Saban
2006_07_GB_MIA,2006,7,MIA,24,GB,34,-10,Home,6,Nick Saban,Mike McCarthy
2006_07_DET_NYJ,2006,7,DET,24,NYJ,31,-7,Away,-4,Rod Marinelli,Eric Mangini
2006_07_DET_NYJ,2006,7,NYJ,31,DET,24,7,Home,4,Eric Mangini,Rod Marinelli
2006_07_PHI_TB,2006,7,PHI,21,TB,23,-2,Away,6,Andy Reid,Jon Gruden
2006_07_PHI_TB,2006,7,TB,23,PHI,21,2,Home,-6,Jon Gruden,Andy Reid
2006_07_DEN_CLE,2006,7,DEN,17,CLE,7,10,Away,4.5,Mike Shanahan,Romeo Crennel
2006_07_DEN_CLE,2006,7,CLE,7,DEN,17,-10,Home,-4.5,Romeo Crennel,Mike Shanahan
2006_07_WAS_IND,2006,7,WAS,22,IND,36,-14,Away,-8,Joe Gibbs,Tony Dungy
2006_07_WAS_IND,2006,7,IND,36,WAS,22,14,Home,8,Tony Dungy,Joe Gibbs
2006_07_ARI_OAK,2006,7,ARI,9,LV,22,-13,Away,3,Dennis Green,Art Shell
2006_07_ARI_OAK,2006,7,LV,22,ARI,9,13,Home,-3,Art Shell,Dennis Green
2006_07_MIN_SEA,2006,7,MIN,31,SEA,13,18,Away,-6,Brad Childress,Mike Holmgren
2006_07_MIN_SEA,2006,7,SEA,13,MIN,31,-18,Home,6,Mike Holmgren,Brad Childress
2006_07_NYG_DAL,2006,7,NYG,36,DAL,22,14,Away,-3,Tom Coughlin,Bill Parcells
2006_07_NYG_DAL,2006,7,DAL,22,NYG,36,-14,Home,3,Bill Parcells,Tom Coughlin
2006_08_SF_CHI,2006,8,SF,10,CHI,41,-31,Away,-16,Mike Nolan,Lovie Smith
2006_08_SF_CHI,2006,8,CHI,41,SF,10,31,Home,16,Lovie Smith,Mike Nolan
2006_08_ATL_CIN,2006,8,ATL,29,CIN,27,2,Away,-3.5,Jim Mora,Marvin Lewis
2006_08_ATL_CIN,2006,8,CIN,27,ATL,29,-2,Home,3.5,Marvin Lewis,Jim Mora
2006_08_ARI_GB,2006,8,ARI,14,GB,31,-17,Away,-4,Dennis Green,Mike McCarthy
2006_08_ARI_GB,2006,8,GB,31,ARI,14,17,Home,4,Mike McCarthy,Dennis Green
2006_08_SEA_KC,2006,8,SEA,28,KC,35,-7,Away,-4,Mike Holmgren,Herm Edwards
2006_08_SEA_KC,2006,8,KC,35,SEA,28,7,Home,4,Herm Edwards,Mike Holmgren
2006_08_BAL_NO,2006,8,BAL,35,NO,22,13,Away,-1,Brian Billick,Sean Payton
2006_08_BAL_NO,2006,8,NO,22,BAL,35,-13,Home,1,Sean Payton,Brian Billick
2006_08_TB_NYG,2006,8,TB,3,NYG,17,-14,Away,-9.5,Jon Gruden,Tom Coughlin
2006_08_TB_NYG,2006,8,NYG,17,TB,3,14,Home,9.5,Tom Coughlin,Jon Gruden
2006_08_JAX_PHI,2006,8,JAX,13,PHI,6,7,Away,-9,Jack Del Rio,Andy Reid
2006_08_JAX_PHI,2006,8,PHI,6,JAX,13,-7,Home,9,Andy Reid,Jack Del Rio
2006_08_HOU_TEN,2006,8,HOU,22,TEN,28,-6,Away,-3,Gary Kubiak,Jeff Fisher
2006_08_HOU_TEN,2006,8,TEN,28,HOU,22,6,Home,3,Jeff Fisher,Gary Kubiak
2006_08_STL_SD,2006,8,LA,24,LAC,38,-14,Away,-9.5,Scott Linehan,Marty Schottenheimer
2006_08_STL_SD,2006,8,LAC,38,LA,24,14,Home,9.5,Marty Schottenheimer,Scott Linehan
2006_08_NYJ_CLE,2006,8,NYJ,13,CLE,20,-7,Away,-1,Eric Mangini,Romeo Crennel
2006_08_NYJ_CLE,2006,8,CLE,20,NYJ,13,7,Home,1,Romeo Crennel,Eric Mangini
2006_08_IND_DEN,2006,8,IND,34,DEN,31,3,Away,-3,Tony Dungy,Mike Shanahan
2006_08_IND_DEN,2006,8,DEN,31,IND,34,-3,Home,3,Mike Shanahan,Tony Dungy
2006_08_PIT_OAK,2006,8,PIT,13,LV,20,-7,Away,9,Bill Cowher,Art Shell
2006_08_PIT_OAK,2006,8,LV,20,PIT,13,7,Home,-9,Art Shell,Bill Cowher
2006_08_DAL_CAR,2006,8,DAL,35,CAR,14,21,Away,-4.5,Bill Parcells,John Fox
2006_08_DAL_CAR,2006,8,CAR,14,DAL,35,-21,Home,4.5,John Fox,Bill Parcells
2006_08_NE_MIN,2006,8,NE,31,MIN,7,24,Away,1,Bill Belichick,Brad Childress
2006_08_NE_MIN,2006,8,MIN,7,NE,31,-24,Home,-1,Brad Childress,Bill Belichick
2006_09_CIN_BAL,2006,9,CIN,20,BAL,26,-6,Away,-3,Marvin Lewis,Brian Billick
2006_09_CIN_BAL,2006,9,BAL,26,CIN,20,6,Home,3,Brian Billick,Marvin Lewis
2006_09_GB_BUF,2006,9,GB,10,BUF,24,-14,Away,-3.5,Mike McCarthy,Dick Jauron
2006_09_GB_BUF,2006,9,BUF,24,GB,10,14,Home,3.5,Dick Jauron,Mike McCarthy
2006_09_MIA_CHI,2006,9,MIA,31,CHI,13,18,Away,-13,Nick Saban,Lovie Smith
2006_09_MIA_CHI,2006,9,CHI,13,MIA,31,-18,Home,13,Lovie Smith,Nick Saban
2006_09_ATL_DET,2006,9,ATL,14,DET,30,-16,Away,5,Jim Mora,Rod Marinelli
2006_09_ATL_DET,2006,9,DET,30,ATL,14,16,Home,-5,Rod Marinelli,Jim Mora
2006_09_TEN_JAX,2006,9,TEN,7,JAX,37,-30,Away,-9.5,Jeff Fisher,Jack Del Rio
2006_09_TEN_JAX,2006,9,JAX,37,TEN,7,30,Home,9.5,Jack Del Rio,Jeff Fisher
2006_09_HOU_NYG,2006,9,HOU,10,NYG,14,-4,Away,-13,Gary Kubiak,Tom Coughlin
2006_09_HOU_NYG,2006,9,NYG,14,HOU,10,4,Home,13,Tom Coughlin,Gary Kubiak
2006_09_KC_STL,2006,9,KC,31,LA,17,14,Away,-2.5,Herm Edwards,Scott Linehan
2006_09_KC_STL,2006,9,LA,17,KC,31,-14,Home,2.5,Scott Linehan,Herm Edwards
2006_09_NO_TB,2006,9,NO,31,TB,14,17,Away,-1,Sean Payton,Jon Gruden
2006_09_NO_TB,2006,9,TB,14,NO,31,-17,Home,1,Jon Gruden,Sean Payton
2006_09_DAL_WAS,2006,9,DAL,19,WAS,22,-3,Away,3,Bill Parcells,Joe Gibbs
2006_09_DAL_WAS,2006,9,WAS,22,DAL,19,3,Home,-3,Joe Gibbs,Bill Parcells
2006_09_MIN_SF,2006,9,MIN,3,SF,9,-6,Away,4,Brad Childress,Mike Nolan
2006_09_MIN_SF,2006,9,SF,9,MIN,3,6,Home,-4,Mike Nolan,Brad Childress
2006_09_DEN_PIT,2006,9,DEN,31,PIT,20,11,Away,-3,Mike Shanahan,Bill Cowher
2006_09_DEN_PIT,2006,9,PIT,20,DEN,31,-11,Home,3,Bill Cowher,Mike Shanahan
2006_09_CLE_SD,2006,9,CLE,25,LAC,32,-7,Away,-13,Romeo Crennel,Marty Schottenheimer
2006_09_CLE_SD,2006,9,LAC,32,CLE,25,7,Home,13,Marty Schottenheimer,Romeo Crennel
2006_09_IND_NE,2006,9,IND,27,NE,20,7,Away,-3,Tony Dungy,Bill Belichick
2006_09_IND_NE,2006,9,NE,20,IND,27,-7,Home,3,Bill Belichick,Tony Dungy
2006_09_OAK_SEA,2006,9,LV,0,SEA,16,-16,Away,-7,Art Shell,Mike Holmgren
2006_09_OAK_SEA,2006,9,SEA,16,LV,0,16,Home,7,Mike Holmgren,Art Shell
2006_10_CLE_ATL,2006,10,CLE,17,ATL,13,4,Away,-9,Romeo Crennel,Jim Mora
2006_10_CLE_ATL,2006,10,ATL,13,CLE,17,-4,Home,9,Jim Mora,Romeo Crennel
